,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,proper,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
2231,IowaStateLW:STEM,2020-07-26,13,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[156578.0, 156718.0, 156850.0, 157027.0, 157156.0, 157280.0, 157415.0, 157545.0, 157665.0, 157778.0, 157897.0, 158023.0, 158146.0, 158275.0, 158402.0, 158546.0, 158679.0, 158812.0, 158955.0, 159133.0, 159425.0, 159884.0, 160608.0]",162470.0,2.0,True,,0.9799673060609174,0.98,0.0,160608.0,156578.0,158023.0,
2232,IowaStateLW:STEM,2020-07-26,55,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[172767.0, 173328.0, 174048.0, 175026.0, 175956.0, 177150.0, 178356.0, 179639.0, 180933.0, 182396.0, 183828.0, 185432.0, 187056.0, 189041.0, 190776.0, 193094.0, 195332.0, 197642.0, 199909.0, 202824.0, 206131.0, 207347.0, 208613.0]",199347.0,8.0,True,-6.4442338917134725,0.9799772598527126,0.98,2.1607790630706614e-05,208613.0,172767.0,185432.0,25.081159477508937
2233,Karlen:pypm,2020-07-26,13,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[151296.2, 151398.5, 151552.5, 151742.4, 151937.7, 152147.8, 152269.2, 152637.7, 152883.5, 153011.8, 153153.7, 153320.5, 153426.5, 153620.6, 153724.5, 153938.7, 154099.5, 154363.8, 154549.9, 154778.0, 155150.4, 156521.0, 157224.7]",162470.0,2.0,True,,0.9798959794185446,0.98,0.0,157224.7,151296.2,153320.5,
2234,epiforecasts:ensemble1,2020-07-26,27,2020-08-22,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[163280.0, 165576.0, 167699.0, 170807.0, 172557.0, 174127.0, 175708.0, 177193.0, 178566.0, 179837.0, 181135.0, 182625.0, 184048.0, 185728.0, 187131.0, 188830.0, 190509.0, 192651.0, 195347.0, 198495.0, 202712.0, 208937.0, 214701.0]",176380.0,4.0,True,-5.690521014613947,0.9799952106997205,0.98,3.348553313130276e-05,214701.0,163280.0,182625.0,17.206040384384494
2235,UCLA:SuEIR,2020-07-26,90,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[193251.984740972, 195608.18871175198, 197498.31409781397, 199979.937876426, 201871.18413893602, 203586.481101639, 204762.012038128, 206317.04517090603, 207634.519091662, 208766.622539705, 209878.769855953, 210891.88975017102, 211025.021161624, 211030.544405953, 211507.54560413302, 212196.928798233, 212701.762613977, 212960.312149373, 213522.96541353897, 217440.641214566, 219759.618927016, 223048.526171708, 229187.65822132]",225383.0,13.0,True,-10.195215955210617,0.979998718262732,0.98,3.1148650199430694e-06,229187.65822132,193251.984740972,210891.88975017102,163.63003209840102
2236,OliverWyman:Navigator,2020-07-26,13,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[156603.582127, 157102.336827, 157596.780627, 158171.211927, 158550.284927, 158892.188227, 159183.896327, 159420.265827, 159635.663527, 159856.227427, 160076.118127, 160304.251627, 160511.749827, 160720.58542699998, 160938.306827, 161196.879527, 161445.751927, 161727.517827, 162069.28702699998, 162505.792527, 163116.367827, 163691.187527, 164379.936127]",162470.0,2.0,True,-3.5879894048831824,0.9799750852343252,0.98,9.982842856914864e-05,164379.936127,156603.582127,160304.251627,6.01342639925784
2237,IowaStateLW:STEM,2020-07-26,83,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[181391.0, 182210.0, 183275.0, 184745.0, 186191.0, 188086.0, 189932.0, 192040.0, 194175.0, 196657.0, 199010.0, 201727.0, 204741.0, 208242.0, 210995.0, 215589.0, 220090.0, 224999.0, 228729.0, 235084.0, 242279.0, 244558.0, 246415.0]",219681.0,12.0,True,-7.731842561482794,0.9799817929366949,0.98,1.081230521701726e-05,246415.0,181391.0,201727.0,47.7472407893728
2238,CU:nochange,2020-07-26,13,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[156078.0, 156954.0, 157829.0, 158640.0, 159184.0, 159631.0, 160164.0, 160516.0, 160928.0, 161310.0, 161752.0, 162269.0, 162770.0, 163202.0, 163777.0, 164357.0, 164959.0, 165742.0, 166616.0, 167867.0, 170002.0, 172168.0, 175071.0]",162470.0,2.0,True,-3.6337580203287,0.9799920217175287,0.98,9.756986548165036e-05,175071.0,156078.0,162269.0,6.152626169880722
2239,IowaStateLW:STEM,2020-07-26,97,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[185578.0, 186498.0, 187734.0, 189408.0, 191131.0, 193349.0, 195526.0, 197952.0, 200570.0, 203550.0, 206351.0, 209606.0, 213391.0, 217642.0, 221018.0, 226711.0, 232483.0, 238788.0, 243339.0, 251643.0, 261170.0, 264084.0, 266406.0]",231123.0,14.0,True,-8.148279971037745,0.979984403077468,0.98,8.559821880443907e-06,266406.0,185578.0,209606.0,58.799890080223065
2240,epiforecasts:ensemble1,2020-07-26,6,2020-08-01,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[146255.0, 146543.0, 146880.0, 147259.0, 147519.0, 147734.0, 147916.0, 148091.0, 148252.0, 148392.0, 148545.0, 148679.0, 148832.0, 148968.0, 149171.0, 149335.0, 149543.0, 149733.0, 149955.0, 150289.0, 150770.0, 151253.0, 151864.0]",155202.0,1.0,True,,0.9799649326773643,0.98,0.0,151864.0,146255.0,148679.0,
2241,MITCovAlliance:SIR,2020-07-26,41,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[144250.875292871, 146063.742894397, 147060.204520856, 149510.769850315, 150786.253290396, 151736.532890927, 152803.475260162, 153351.323181018, 154032.614709733, 155384.646133848, 156634.656144455, 157855.654078906, 159566.997870452, 160968.337981863, 162376.32300125, 163782.833186866, 165613.848601125, 167436.450066009, 175937.127038812, 196458.658942387, 274740.94465799996, 274740.94465799996, 274740.94465799996]",188608.0,6.0,True,-11.108052283257443,0.9695117171318384,0.98,2.1572469532660232e-06,274740.94465799996,144250.875292871,157855.654078906,258.2753184256907
2242,UCLA:SuEIR,2020-07-26,48,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[179635.28980502102, 180504.62559608198, 181247.461482744, 182348.359992485, 183327.44204781103, 184204.219319754, 184892.358754819, 185683.755501077, 186304.244219667, 186952.528368384, 187525.28665048, 187784.178133305, 188094.506376352, 188094.506376352, 188307.71175878, 188669.10838393, 188852.824727038, 189242.64981566602, 189583.094997985, 190869.340603223, 192484.355346536, 193903.09179531102, 196999.61560191]",193753.0,7.0,True,-7.820608974543519,0.9799958106606874,0.98,1.1013235998141857e-05,196999.61560191,179635.28980502102,187784.178133305,49.91414788252094
2243,UMass:MechBayes,2020-07-26,6,2020-08-01,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[150767.0, 150962.0, 151169.0, 151390.0, 151579.0, 151737.0, 151900.0, 152037.0, 152134.0, 152227.0, 152343.0, 152462.0, 152591.0, 152690.0, 152831.0, 152965.0, 153147.0, 153295.0, 153547.0, 153807.0, 154203.0, 154598.0, 154942.0]",155202.0,1.0,True,,0.9799204109701284,0.98,0.0,154942.0,150767.0,152462.0,
2244,MITCovAlliance:SIR,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[143169.771714119, 144062.52720366, 144685.161439885, 146196.410621668, 146857.214803728, 147449.550303614, 147998.73551073, 148529.799395894, 149005.221158189, 149414.808207043, 150006.544755303, 150471.09927424698, 151451.168266933, 152015.768087432, 152705.688924642, 153709.27216383698, 154318.747976884, 156122.410380557, 158573.952919064, 167509.446450987, 211981.581732, 211981.581732, 211981.581732]",169524.0,3.0,True,-11.5557867435849,0.9695102096132492,0.98,1.819030666927457e-06,211981.581732,143169.771714119,150471.09927424698,323.07786807266
2245,UMass:MechBayes,2020-07-26,13,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[155315.0, 155777.0, 156134.0, 156656.0, 157058.0, 157408.0, 157714.0, 157988.0, 158212.0, 158457.0, 158683.0, 158893.0, 159132.0, 159338.0, 159609.0, 159876.0, 160186.0, 160482.0, 160922.0, 161497.0, 162116.0, 162941.0, 163827.0]",162470.0,2.0,True,-5.960320515350099,0.979979313605311,0.98,3.0486606100721403e-05,163827.0,155315.0,158893.0,19.69097202131459
2246,IowaStateLW:STEM,2020-07-26,69,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[177148.0, 177836.0, 178726.0, 179954.0, 181149.0, 182693.0, 184198.0, 185917.0, 187658.0, 189611.0, 191499.0, 193682.0, 195960.0, 198626.0, 200949.0, 204378.0, 207683.0, 211230.0, 214262.0, 218701.0, 223841.0, 225590.0, 227116.0]",209649.0,10.0,True,-7.299986855553944,0.9799788407276219,0.98,1.3735498398198542e-05,227116.0,177148.0,193682.0,38.474413185776854
2247,OliverWyman:Navigator,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[161779.316978, 162468.082578, 163189.304778, 164186.811078, 164855.809978, 165391.211578, 165882.417078, 166319.894378, 166713.124278, 167071.592578, 167458.172778, 167836.020478, 168196.392178, 168621.500378, 169017.905478, 169438.27827799998, 169925.311578, 170451.525578, 171050.164478, 171900.426878, 173156.90327799998, 174271.78687799998, 175532.72377799999]",169524.0,3.0,True,-3.411940466744727,0.9799827880410695,0.98,0.00010672195458083511,175532.72377799999,161779.316978,167836.020478,5.506725885390094
2248,IowaStateLW:STEM,2020-07-26,48,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[170511.0, 171012.0, 171636.0, 172489.0, 173275.0, 174282.0, 175324.0, 176412.0, 177506.0, 178688.0, 179899.0, 181198.0, 182528.0, 184157.0, 185584.0, 187465.0, 189168.0, 190955.0, 192872.0, 195114.0, 197578.0, 198593.0, 199709.0]",193753.0,7.0,True,-6.3969941989544745,0.9799758950163715,0.98,2.2441349338570005e-05,199709.0,170511.0,181198.0,24.49568793671229
2249,UCLA:SuEIR,2020-07-26,41,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[176408.398447765, 177090.659557135, 177700.65568243398, 178611.230401806, 179234.633176108, 180028.902556607, 180819.903904483, 181280.996947357, 181825.271242398, 182319.22698794398, 182693.89743202398, 182937.71833221, 183258.59116045, 183258.59116045, 183477.00882361, 183732.6570869, 183925.20941334602, 184231.702867969, 184575.481456647, 185495.777888074, 186799.318255358, 187923.70645278, 190291.931930538]",188608.0,6.0,True,-8.294192881396889,0.9799940300413672,0.98,8.808899797180247e-06,190291.931930538,176408.398447765,182937.71833221,63.250083053048556
2250,UA:EpiCovDA,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[166371.0, 166690.0, 166973.0, 167320.0, 167562.0, 167754.0, 167914.0, 168066.0, 168200.0, 168334.0, 168453.0, 168575.0, 168694.0, 168820.0, 168944.0, 169079.0, 169230.0, 169399.0, 169610.0, 169898.0, 170354.0, 170739.0, 171144.0]",169524.0,3.0,True,-1.8508138482327956,0.9799532090281362,0.98,0.0002329421655644648,171144.0,166371.0,168575.0,2.522894678194588
2251,MITCovAlliance:SIR,2020-07-26,55,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[145042.123828153, 147357.599718722, 148630.325244845, 151760.297303395, 153389.402016746, 154603.141785981, 155965.888481057, 156665.624441572, 157535.800569085, 159262.675804317, 160859.24470989802, 162418.758089295, 164604.563211779, 166394.417716172, 168192.759395359, 169989.217350641, 172327.872442392, 174655.780860249, 185513.22713347603, 211724.249008585, 311709.89886, 311709.89886, 311709.89886]",199347.0,8.0,True,-11.34096783471561,0.9695117177584356,0.98,1.8676612048573737e-06,311709.89886,145042.123828153,162418.758089295,290.1749211023331
2252,Covid19Sim:Simulator,2020-07-26,62,2020-09-26,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[206126.70355819102, 206638.53302664898, 207369.176062101, 208010.014533781, 208212.43681951103, 208402.39486347602, 208614.24017479602, 208999.014076288, 209308.02255505198, 209430.022598152, 209706.06406347, 209914.128791262, 210426.632261689, 210586.879173043, 210904.069541233, 211320.954283625, 211756.759327525, 212631.254829151, 212862.188420243, 222164.628413058, 224173.18529051103, 224413.348197707, 225085.883675841]",204742.0,9.0,True,,0.979986284086288,0.98,0.0,225085.883675841,206126.70355819102,209914.128791262,
2253,UCM_MESALab:FoGSEIR,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[158180.0, 158277.0, 158399.0, 158520.0, 158607.0, 158670.0, 158733.0, 158787.0, 158834.0, 158877.0, 158924.0, 158974.0, 159014.0, 159059.0, 159107.0, 159153.0, 159201.0, 159255.0, 159333.0, 159428.0, 159577.0, 159717.0, 159967.0]",169524.0,3.0,True,,0.9799329831846376,0.98,0.0,159967.0,158180.0,158974.0,
2254,OliverWyman:Navigator,2020-07-26,6,2020-08-01,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[151466.594374, 151687.899174, 151906.60127400002, 152167.613074, 152323.896974, 152461.344474, 152575.365474, 152664.166374, 152760.275274, 152850.496574, 152938.382274, 153023.555674, 153109.291674, 153197.864974, 153291.448274, 153386.174474, 153487.984774, 153604.191374, 153733.455374, 153910.914874, 154157.230274, 154384.908574, 154629.076274]",155202.0,1.0,True,,0.9799224983712397,0.98,0.0,154629.076274,151466.594374,153023.555674,
2255,Covid19Sim:Simulator,2020-07-26,97,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[244808.581519641, 245032.16892877102, 245462.059468171, 246151.981122584, 246710.3568082, 246907.121914938, 247224.93249016898, 247480.58853126602, 247735.38666636898, 248284.627244053, 248496.572014327, 248750.07683049998, 249146.702410773, 249560.890553887, 250045.98790011898, 250338.695450562, 251122.073499775, 252297.848548998, 253193.387167162, 266367.260380817, 268223.55333394, 269946.00737491396, 271441.472775995]",231123.0,14.0,True,,0.9799528839824861,0.98,0.0,271441.472775995,244808.581519641,248750.07683049998,
2256,Karlen:pypm,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[158667.1, 158875.9, 159041.2, 159540.0, 159978.3, 160171.2, 160555.2, 161429.4, 161897.1, 162054.0, 162370.5, 162874.0, 163104.4, 163258.2, 163482.7, 164301.4, 164855.0, 165131.2, 165898.0, 166590.4, 167161.9, 170691.9, 172869.5]",169524.0,3.0,True,-10.003309578188421,0.9799761032533731,0.98,3.953267061845844e-06,172869.5,158667.1,162874.0,148.65895489370507
2257,JHU_IDD:CovidSP,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[163214.89, 163984.725, 164455.6, 165601.3, 166322.25, 166943.4, 167580.5, 167963.4, 168455.15, 168668.4, 168898.75, 169410.5, 169990.55, 170302.6, 170738.35, 171175.2, 171479.75, 172057.0, 172811.95, 173449.3, 174955.25, 176326.975, 177833.5]",169524.0,3.0,True,-3.9938970060459686,0.9799915436333668,0.98,7.977806782435981e-05,177833.5,163214.89,169410.5,7.366542783708079
2258,UCLA:SuEIR,2020-07-26,69,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[187644.15029011198, 188921.70267008603, 190267.939842716, 192332.399093464, 193446.218757293, 194707.864681449, 195839.60318985302, 197088.98067706, 198029.68563148103, 198911.164085175, 199788.302146677, 200642.689936647, 200681.303996009, 200694.36995854802, 201043.02267866398, 201533.528697287, 201880.127168305, 202127.702577725, 202480.256891496, 205131.37941076, 207448.372121747, 209808.094998702, 214787.203980455]",209649.0,10.0,True,-8.953386089498458,0.979995793675874,0.98,6.009154092517788e-06,214787.203980455,187644.15029011198,200642.689936647,87.94336649527393
2259,MITCovAlliance:SIR,2020-07-26,48,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[144658.276558303, 146729.929160801, 147868.634668037, 150669.015698671, 152126.573098817, 153212.50414302901, 154431.75144717802, 155057.804099926, 155836.34929944, 157381.381830261, 158809.82949485802, 160205.123639021, 162160.76001122, 163762.139994153, 165371.11343889698, 166978.401518854, 169070.792515843, 171153.568480765, 180867.708420652, 204318.66807127398, 293775.670224, 293775.670224, 293775.670224]",193753.0,7.0,True,-11.193350437989668,0.9695117175107357,0.98,2.039545706739032e-06,293775.670224,144658.276558303,160205.123639021,269.5287918579085
2260,CU:nochange,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[159895.0, 161391.0, 162769.0, 164146.0, 165204.0, 166105.0, 167075.0, 167835.0, 168637.0, 169478.0, 170499.0, 171503.0, 172433.0, 173642.0, 174866.0, 175980.0, 177490.0, 179238.0, 181371.0, 184510.0, 189927.0, 195783.0, 204579.0]",169524.0,3.0,True,-4.812364067122693,0.9799968480075881,0.98,5.2985330745145e-05,204579.0,159895.0,171503.0,11.091533101047219
2261,IowaStateLW:STEM,2020-07-26,34,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[165718.0, 166062.0, 166516.0, 167087.0, 167617.0, 168248.0, 168932.0, 169616.0, 170289.0, 170984.0, 171720.0, 172511.0, 173265.0, 174188.0, 175083.0, 176048.0, 176965.0, 177890.0, 178954.0, 180144.0, 181349.0, 182019.0, 182865.0]",182777.0,5.0,True,-8.106640451146248,0.9799704204980088,0.98,9.828051987986752e-06,182865.0,165718.0,172511.0,57.58834627244542
2262,CU:scenario_high,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[160250.0, 161902.0, 163265.0, 164706.0, 165828.0, 166703.0, 167681.0, 168548.0, 169364.0, 170315.0, 171365.0, 172209.0, 173286.0, 174374.0, 175645.0, 176838.0, 178327.0, 180075.0, 182248.0, 185310.0, 190443.0, 196010.0, 204689.0]",169524.0,3.0,True,-4.74062000885248,0.9799979277424985,0.98,5.492052421850191e-05,204689.0,160250.0,172209.0,10.700709037145852
2263,UCM_MESALab:FoGSEIR,2020-07-26,6,2020-08-01,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[149307.0, 149318.0, 149331.0, 149345.0, 149354.0, 149361.0, 149368.0, 149374.0, 149379.0, 149383.0, 149388.0, 149394.0, 149398.0, 149403.0, 149408.0, 149413.0, 149418.0, 149424.0, 149432.0, 149442.0, 149458.0, 149472.0, 149498.0]",155202.0,1.0,True,,0.9793708021458363,0.98,0.0,149498.0,149307.0,149394.0,
2264,CU:scenario_low,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[159515.0, 161150.0, 162226.0, 163453.0, 164390.0, 165149.0, 165939.0, 166594.0, 167291.0, 168013.0, 168820.0, 169711.0, 170491.0, 171419.0, 172550.0, 173531.0, 174899.0, 176290.0, 178077.0, 180866.0, 185284.0, 190432.0, 197751.0]",169524.0,3.0,True,-4.686706436903324,0.9799990474210504,0.98,5.6421140055717967e-05,197751.0,159515.0,169711.0,10.41610554571118
2265,CU:scenario_mid,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[159689.0, 161431.0, 162564.0, 163836.0, 164867.0, 165674.0, 166520.0, 167319.0, 167986.0, 168844.0, 169722.0, 170626.0, 171570.0, 172695.0, 173993.0, 175098.0, 176357.0, 178054.0, 179979.0, 182984.0, 187814.0, 193482.0, 201677.0]",169524.0,3.0,True,-4.682360244171867,0.9799993108326533,0.98,5.654388194679949e-05,201677.0,159689.0,170626.0,10.393494921035838
2266,CU:select,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[160250.0, 161902.0, 163265.0, 164706.0, 165828.0, 166703.0, 167681.0, 168548.0, 169364.0, 170315.0, 171365.0, 172209.0, 173286.0, 174374.0, 175645.0, 176838.0, 178327.0, 180075.0, 182248.0, 185310.0, 190443.0, 196010.0, 204689.0]",169524.0,3.0,True,-4.74062000885248,0.9799979277424985,0.98,5.492052421850191e-05,204689.0,160250.0,172209.0,10.700709037145852
2267,Columbia_UNC:SurvCon,2020-07-26,20,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[162701.0, 163178.0, 163676.0, 164241.0, 164666.0, 164909.0, 165229.0, 165461.0, 165691.0, 165887.0, 166033.0, 166245.0, 166436.0, 166673.0, 166916.0, 167128.0, 167377.0, 167743.0, 168101.0, 168575.0, 169252.0, 169782.0, 170429.0]",169524.0,3.0,True,-4.998047494349204,0.9799737972721667,0.98,4.828753164004551e-05,170429.0,162701.0,166245.0,12.170606570047426
