,model,forecast_date,delta,target_end_date,quantile,value,cases,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
71,LANL:GrowthRate,2020-07-03,8,2020-07-11,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[165914.72588438902, 223544.00018557, 279688.14205316897, 354132.13677372603, 407960.03755293, 440312.615941004, 547593.2145272121]",404620.0,2.0,-8.778277316530833,0.949999696306876,0.95,4.721287555020659e-06,547593.2145272121,165914.72588438902,354132.13677372603,80.57098992747778
72,LANL:GrowthRate,2020-07-03,29,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[49959.69188623231, 87408.69569084799, 140002.05659400302, 226318.71930953898, 356410.349722829, 515583.62620138295, 771433.1808004171]",440944.0,5.0,-11.89588399572795,0.9499991752604511,0.95,9.515085997169326e-07,771433.1808004171,49959.69188623231,226318.71930953898,382.9643859816378
73,LANL:GrowthRate,2020-07-03,36,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[36833.880617599105, 64650.0772310745, 108861.140875904, 187768.778246136, 308894.751496148, 502672.83027583, 803681.1883696871]",376728.0,6.0,-12.190327529658937,0.9499987863462531,0.95,8.884906983475105e-07,803681.1883696871,36833.880617599105,187768.778246136,443.70670278009857
74,LANL:GrowthRate,2020-07-03,22,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[72781.2364156726, 117220.74983437199, 174563.135125242, 270434.643879717, 391554.21426727, 526544.961539445, 744789.3155534171]",467263.0,4.0,-11.531201081663227,0.9499993587963023,0.95,1.1092096229292636e-06,744789.3155534171,72781.2364156726,270434.643879717,319.13063747907137
75,LANL:GrowthRate,2020-07-03,43,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[25223.116479893702, 49529.21662908191, 86279.5454227469, 155007.141527846, 276069.927442733, 474674.962670488, 829956.667029349]",362756.0,7.0,-12.415078493907014,0.949998655385436,0.95,8.091992685088645e-07,829956.667029349,25223.116479893702,155007.141527846,496.4780370477869
76,UCLA:SuEIR,2020-07-05,27,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[130623.44441288301, 206717.37091523802, 288237.405319818, 373830.119635825, 465113.63294421794, 680613.380862687, 1196579.63171368]",440944.0,4.0,-9.981054693797162,0.9499997134365896,0.95,2.4786352263439504e-06,1196579.63171368,130623.44441288301,373830.119635825,147.01393039762985
77,IowaStateLW:STEM,2020-07-05,41,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[360957.0, 389965.0, 426546.0, 480028.0, 548454.0, 595148.0, 639224.0]",362756.0,6.0,-10.594274862114379,0.9499975902238713,0.95,2.011119914374117e-06,639224.0,360957.0,480028.0,199.76415207186417
78,JHU_IDD:CovidSP,2020-07-05,20,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[251926.775, 273303.0, 306583.25, 344691.5, 401640.0, 446774.2, 490986.8]",467263.0,3.0,-10.552690140259852,0.9499971041625143,0.95,1.8092333300412378e-06,490986.8,251926.775,344691.5,195.65346723701333
79,Columbia_UNC:SurvCon,2020-07-05,41,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[263699.0, 341753.0, 430879.0, 533302.0, 668208.0, 834068.0, 1070965.0]",362756.0,6.0,-11.198494033686853,0.9499996881357006,0.95,1.4867345718497238e-06,1070965.0,263699.0,533302.0,270.2228575407031
80,Columbia_UNC:SurvCon,2020-07-05,13,2020-07-18,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[424020.0, 468664.0, 511238.0, 555374.0, 603532.0, 657610.0, 724365.0]",465233.0,2.0,-10.133879437146309,0.9499993140155747,0.95,2.2355459899023322e-06,724365.0,424020.0,555374.0,158.68795370539016
81,Columbia_UNC:SurvCon,2020-07-05,34,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[302283.0, 377145.0, 456508.0, 546658.0, 662212.0, 799015.0, 985074.0]",376728.0,5.0,-11.423502723435838,0.949999709355869,0.95,1.3036673127964082e-06,985074.0,302283.0,546658.0,302.4002169456303
82,UCLA:SuEIR,2020-07-05,13,2020-07-18,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[212459.047485862, 260245.56432788802, 307387.19498557603, 358809.329176699, 412747.219803205, 583693.4953791089, 948027.317458206]",465233.0,2.0,-11.566317174350619,0.9499996211234893,0.95,1.0922793071688197e-06,948027.317458206,212459.047485862,358809.329176699,324.7834287654981
83,UCLA:SuEIR,2020-07-05,34,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[114813.22866659099, 197592.915048934, 280075.987460267, 371815.539943171, 472830.214215233, 636927.628330924, 1111313.84021975]",376728.0,5.0,-9.988589249611454,0.9499997755345557,0.95,2.671494462591628e-06,1111313.84021975,114813.22866659099,371815.539943171,147.56881727994212
84,JHU_IDD:CovidSP,2020-07-05,27,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[266405.75, 290746.4, 322539.0, 360226.5, 416422.5, 461316.4, 507951.45]",440944.0,4.0,-9.325929180889116,0.9499977261997217,0.95,3.4393099426488494e-06,507951.45,266405.75,360226.5,105.94971454250451
85,UCLA:SuEIR,2020-07-05,20,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[159355.421723832, 224963.324741193, 294238.399206555, 368781.54563776, 444776.723401364, 680519.9613061821, 1161985.98086959]",467263.0,3.0,-11.614584950035123,0.949999677005258,0.95,1.0639152931979368e-06,1161985.98086959,159355.421723832,368781.54563776,332.717065283767
86,Covid19Sim:Simulator,2020-07-05,6,2020-07-11,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[374887.283551769, 388247.980790794, 394949.20454043604, 402431.24239959, 408263.669948269, 413187.754085115, 427759.94176768704]",404620.0,1.0,-4.238496638666743,0.9499999990209916,0.95,4.569422345143681e-05,427759.94176768704,374887.283551769,402431.24239959,8.324877485763137
87,UCLA:SuEIR,2020-07-05,55,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[96135.6355858835, 169814.046541264, 255821.18998679897, 337668.339517235, 388362.944269106, 569021.98902988, 674656.618315365]",293638.0,8.0,-10.003807630241006,0.9499986601305397,0.95,3.003014784008773e-06,674656.618315365,96135.6355858835,337668.339517235,148.69597945236308
88,IowaStateLW:STEM,2020-07-05,6,2020-07-11,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[368784.0, 380337.0, 390252.0, 403019.0, 416314.0, 428268.0, 440146.0]",404620.0,1.0,-5.914062316164228,0.9499942663319552,0.95,1.97704628701334e-05,440146.0,368784.0,403019.0,19.240764090301205
89,IowaStateLW:STEM,2020-07-05,20,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[355819.0, 376707.0, 399378.0, 432016.0, 468796.0, 496562.0, 522656.0]",467263.0,3.0,-8.126376100516271,0.9499964558933264,0.95,6.086420857670527e-06,522656.0,355819.0,432016.0,58.15943102541495
90,Columbia_UNC:SurvCon,2020-07-05,27,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[346431.0, 413281.0, 482997.0, 560432.0, 656137.0, 767271.0, 905508.0]",440944.0,4.0,-10.31811084428115,0.949999548403254,0.95,2.0942175968582943e-06,905508.0,346431.0,560432.0,174.00002138913337
91,Columbia_UNC:SurvCon,2020-07-05,48,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[230150.0, 311882.0, 406210.0, 520172.0, 676558.0, 872824.0, 1164405.0]",305813.0,7.0,-11.916941552318658,0.9499996972906508,0.95,1.1305867062931518e-06,1164405.0,230150.0,520172.0,387.01783458206825
92,JHU_IDD:CovidSP,2020-07-05,6,2020-07-11,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[206656.75, 227236.0, 251153.0, 283593.0, 324983.5, 368215.5, 408392.775]",404620.0,1.0,-11.396244363106629,0.9499971432506633,0.95,1.2751936203647674e-06,408392.775,206656.75,283593.0,298.30670885216887
93,Covid19Sim:Simulator,2020-07-05,20,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[435123.348851377, 447813.76461731, 457478.950684016, 469673.519404935, 484305.69348323, 497951.85365228204, 521653.414458173]",467263.0,3.0,-5.675957571736213,0.9499997723330118,0.95,2.072352369109076e-05,521653.414458173,435123.348851377,469673.519404935,17.081205847995655
94,Columbia_UNC:SurvCon,2020-07-05,55,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[200737.0, 285091.0, 382692.0, 507667.0, 685220.0, 913242.0, 1265988.0]",293638.0,8.0,-11.794374563438588,0.9499997055920253,0.95,1.2267068798602065e-06,1265988.0,200737.0,507667.0,364.01216292925477
95,IowaStateLW:STEM,2020-07-05,34,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[358394.0, 385476.0, 417964.0, 465720.0, 524890.0, 565643.0, 603817.0]",376728.0,5.0,-9.71502806180742,0.9499973331848266,0.95,3.06307291770766e-06,603817.0,358394.0,465720.0,128.7038502856125
96,UCLA:SuEIR,2020-07-05,6,2020-07-11,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[305585.170810917, 320428.427653253, 332379.52875248104, 346765.913198734, 362876.73284819396, 411847.67622991296, 521721.456493933]",404620.0,1.0,-10.988047063452377,0.9499995499935967,0.95,1.563921854963457e-06,521721.456493933,305585.170810917,346765.913198734,243.23389997589393
97,IowaStateLW:STEM,2020-07-05,27,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[355954.0, 380540.0, 408583.0, 448970.0, 497488.0, 532861.0, 564355.0]",440944.0,4.0,-8.165228283902639,0.9499967528509776,0.95,6.14489282396713e-06,564355.0,355954.0,448970.0,59.300286772388446
98,JHU_IDD:CovidSP,2020-07-05,34,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[272219.5, 300889.3, 333114.0, 366471.5, 418192.25, 464302.4, 513805.35]",376728.0,5.0,-8.555337753620933,0.9499982490044563,0.95,5.469918887085479e-06,513805.35,272219.5,366471.5,72.07223477213518
99,Columbia_UNC:SurvCon,2020-07-05,20,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[391456.0, 450732.0, 508139.0, 571268.0, 643680.0, 727798.0, 826894.0]",467263.0,3.0,-10.026817328303853,0.9499994070975312,0.95,2.353349392823778e-06,826894.0,391456.0,571268.0,150.41658291062052
100,UCLA:SuEIR,2020-07-05,41,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[105726.232615155, 187070.635235247, 275009.237263661, 364720.215387753, 465273.18711522204, 588098.126452894, 963568.378109787]",362756.0,6.0,-10.025498858389764,0.9499997273038511,0.95,2.672674723563917e-06,963568.378109787,105726.232615155,364720.215387753,150.3174557186917
101,UCLA:SuEIR,2020-07-05,48,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[100116.21666125699, 179331.878875717, 264464.588871976, 352755.165447685, 435279.75411414396, 582647.8471501521, 812091.760711491]",305813.0,7.0,-10.000662594808077,0.9499997230601502,0.95,2.9472607682573537e-06,812091.760711491,100116.21666125699,352755.165447685,148.46233614257548
102,IowaStateLW:STEM,2020-07-05,13,2020-07-18,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[359542.0, 375999.0, 392876.0, 416187.0, 440888.0, 461124.0, 480405.0]",465233.0,2.0,-8.635553861537858,0.9499955334262083,0.95,4.728690322863827e-06,480405.0,359542.0,416187.0,75.02166442082482
103,Columbia_UNC:SurvCon,2020-07-05,6,2020-07-11,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[394551.0, 416462.0, 438428.0, 460761.0, 484479.0, 508366.0, 540547.0]",404620.0,1.0,-9.407761920105063,0.9499990426718026,0.95,3.446431154602303e-06,540547.0,394551.0,460761.0,110.37470211244995
104,COVIDhub:baseline,2020-07-06,26,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[192202.72718627198, 244084.118579186, 288080.948349483, 329177.0, 370208.211532115, 413893.272539725, 466127.854658047]",440944.0,4.0,-10.95455491223851,0.9499992866368214,0.95,1.5234202744018877e-06,466127.854658047,192202.72718627198,329177.0,239.19460228393518
105,CovidAnalytics:DELPHI,2020-07-06,47,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[267934.420938409, 279341.851227612, 289549.528955681, 300891.0, 312232.471044319, 322440.148772388, 333847.579061591]",305813.0,7.0,-5.857072804996142,0.9499954208204835,0.95,2.339848041563175e-05,333847.579061591,267934.420938409,300891.0,18.700240832072605
106,COVIDhub:baseline,2020-07-06,54,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[144357.640198902, 210143.347094471, 267115.336580866, 329177.0, 391580.06105311, 449211.54677946796, 515748.754679046]",293638.0,8.0,-9.347472137390671,0.9499993251332238,0.95,4.16945135868485e-06,515748.754679046,144357.640198902,329177.0,107.09711811075304
107,COVIDhub:baseline,2020-07-06,33,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[178852.88506835102, 235655.188488885, 280898.920299203, 329177.0, 377467.06922319205, 422284.91264412703, 480018.83990564896]",376728.0,5.0,-9.120917670772695,0.9499996756722257,0.95,4.122557936414584e-06,480018.83990564896,178852.88506835102,329177.0,95.62734697609237
108,COVIDhub:baseline,2020-07-06,40,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[166475.615348903, 226960.896518965, 275899.429056791, 329177.0, 382928.90626406297, 432265.037365374, 493760.875810008]",362756.0,6.0,-8.887328545990119,0.9499995704104363,0.95,4.721681075736672e-06,493760.875810008,166475.615348903,329177.0,85.08615003123764
109,COVIDhub:baseline,2020-07-06,47,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[155643.46199562, 218384.85560655603, 271171.814945649, 329177.0, 387501.24274242704, 441010.728514285, 505192.67011545104]",305813.0,7.0,-9.111555666389432,0.9499994336262357,0.95,4.597118297186564e-06,505192.67011545104,155643.46199562,329177.0,95.18076120526057
110,USACE:ERDC_SEIR,2020-07-06,33,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[128469.10595834699, 157133.24498686, 186372.61035929198, 233067.52681632302, 303444.13551278197, 344167.041052138, 381828.158641826]",376728.0,5.0,-11.213293873123245,0.94999754600315,0.95,1.4481483319173094e-06,381828.158641826,128469.10595834699,233067.52681632302,272.22990181717927
111,CovidAnalytics:DELPHI,2020-07-06,54,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[261376.10909055898, 272504.316258831, 282462.137572227, 293526.0, 304589.862427773, 314547.683741169, 325675.890909441]",293638.0,8.0,-5.959441074782325,0.9499953044653218,0.95,2.2687179604241603e-05,325675.890909441,261376.10909055898,293526.0,19.682315404891767
112,LANL:GrowthRate,2020-07-09,9,2020-07-18,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[178492.809796339, 239956.15106888302, 301976.13718208397, 387224.948097243, 460816.574276638, 500307.14225658204, 619628.807834573]",465233.0,2.0,-8.889796570409363,0.949999688091938,0.95,4.1642114184392565e-06,619628.807834573,178492.809796339,387224.948097243,85.19121218990693
113,LANL:GrowthRate,2020-07-09,23,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[79954.7709606937, 125477.409360436, 187755.416438845, 285697.70211307803, 417779.534095017, 569859.997728557, 788312.826884782]",440944.0,4.0,-11.362609225278238,0.9499993368937958,0.95,1.2422581734117255e-06,788312.826884782,79954.7709606937,285697.70211307803,293.33186486193546
114,LANL:GrowthRate,2020-07-09,16,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[117081.32311486901, 174755.524756998, 238861.21588791802, 332766.63844238396, 450276.108491038, 548383.097340991, 711862.7511107209]",467263.0,3.0,-10.532633620236286,0.9499995959520846,0.95,1.8274680708418867e-06,711862.7511107209,117081.32311486901,332766.63844238396,193.7012086346666
115,LANL:GrowthRate,2020-07-09,51,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[8777.5830701598, 17894.8331561764, 31742.2341585141, 61479.9991065827, 114141.363009351, 198916.18753848897, 365781.651654973]",293638.0,8.0,-13.89600375172996,0.9499964041320971,0.95,4.2892150506346205e-07,365781.651654973,8777.5830701598,61479.9991065827,1041.0674665333984
116,LANL:GrowthRate,2020-07-09,37,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[36384.3639227242, 67919.17399970611, 115175.17780856599, 201779.289158699, 337415.047683215, 523480.405412215, 821360.282638848]",362756.0,6.0,-11.861197503504698,0.9499989701119329,0.95,1.067404944876671e-06,821360.282638848,36384.3639227242,201779.289158699,376.37980443889023
117,LANL:GrowthRate,2020-07-09,30,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[54678.38611590429, 93651.6332435276, 147706.525866455, 241688.77865365602, 379988.346110026, 554695.945671523, 807776.312658906]",376728.0,5.0,-11.553381488403712,0.949999215989231,0.95,1.2216982759605255e-06,807776.312658906,54678.38611590429,241688.77865365602,322.6895592568547
118,LANL:GrowthRate,2020-07-09,44,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[25110.8080212578, 51426.2319830667, 89730.0631597541, 165354.05649216, 295779.847572431, 484031.52339115896, 851890.44281443]",305813.0,7.0,-11.926104714991489,0.9499987919974525,0.95,1.1254186792486465e-06,851890.44281443,25110.8080212578,165354.05649216,388.7950564042274
119,QJHong:Encounter,2020-07-10,15,2020-07-25,"[0.1, 0.9]","[437368.8, 723435.6]",467263.0,3.0,-9.68172514512629,0.7999944069022018,0.8,2.796547661908233e-06,723435.6,437368.8,580402.2,126.57848778511253
120,QJHong:Encounter,2020-07-10,8,2020-07-18,"[0.1, 0.9]","[413965.84, 508516.17]",465233.0,2.0,-7.471884550052642,0.7999830777381245,0.8,8.461131676351652e-06,508516.17,413965.84,461241.005,41.92751420515157
121,QJHong:Encounter,2020-07-11,7,2020-07-18,"[0.1, 0.9]","[434432.52, 509904.34]",465233.0,1.0,-7.02112391285685,0.7999787998028869,0.8,1.060009805090023e-05,509904.34,434432.52,472168.43000000005,33.467069535433545
122,QJHong:Encounter,2020-07-11,14,2020-07-25,"[0.1, 0.9]","[459226.7, 714664.0]",467263.0,2.0,-9.455224654683594,0.7999937362251839,0.8,3.1318877061620176e-06,714664.0,459226.7,586945.35,113.02537232317475
123,UMich:RidgeTfReg,2020-07-12,20,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[103095.106265756, 286289.106265756, 622603.1062657561, 747173.606265756, 906490.106265756, 1018474.10626576]",440944.0,3.0,-13.914293822236449,0.8749979347749687,0.875,3.468331440797945e-07,1018474.10626576,103095.106265756,684888.3562657561,1050.6317313290222
124,Columbia_UNC:SurvCon,2020-07-12,20,2020-08-01,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[297330.0, 354502.0, 408343.0, 442007.0, 493097.0, 571426.0, 745835.0]",440944.0,3.0,-8.097725514822123,0.94999972366886,0.95,6.355831171339643e-06,745835.0,297330.0,442007.0,57.33221931539097
125,UMich:RidgeTfReg,2020-07-12,27,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[47022.863555724696, 263591.863555725, 688282.363555725, 835831.863555725, 1001962.86355572, 1116147.86355572]",376728.0,4.0,-14.674998626549574,0.874997974333694,0.875,2.5651538162335674e-07,1116147.86355572,47022.863555724696,762057.113555725,1536.8640886939504
126,UCLA:SuEIR,2020-07-12,27,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[208300.60561344, 301985.438686538, 414790.255682512, 502640.685362757, 533504.344190872, 677306.409348599, 766454.026676635]",376728.0,4.0,-11.227071001809808,0.949998573652805,0.95,1.4382069491933325e-06,766454.026676635,208300.60561344,502640.685362757,274.1116488386306
127,Columbia_UNC:SurvCon,2020-07-12,55,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[152859.0, 254213.0, 356430.0, 396855.0, 443371.0, 513420.0, 823159.0]",291495.0,8.0,-11.98191571398593,0.9499998111073145,0.95,1.1210044365828065e-06,823159.0,152859.0,396855.0,399.79737529229664
128,Columbia_UNC:SurvCon,2020-07-12,34,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[225560.0, 311317.0, 386789.0, 422342.0, 471462.0, 551374.0, 854961.0]",362756.0,5.0,-10.341671798059288,0.9499998586945689,0.95,2.281865408931827e-06,854961.0,225560.0,422342.0,176.06194600138593
129,LNQ:ens1,2020-07-12,27,2020-08-08,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[135227.945165191, 244068.375017349, 341081.756231379, 498158.30599512794, 729667.7788886421, 1004635.89867142, 1451770.25388023]",376728.0,4.0,-10.925871868435966,0.9499998820354091,0.95,1.6719602329018368e-06,1451770.25388023,135227.945165191,498158.30599512794,235.78866916609664
130,IowaStateLW:STEM,2020-07-12,13,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[445371.0, 457260.0, 471482.0, 491936.0, 509121.0, 521661.0, 532912.0]",467263.0,2.0,-6.854501094222958,0.9499915675701615,0.95,1.1495983390862052e-05,532912.0,445371.0,491936.0,30.791865474049875
131,JHU_IDD:CovidSP,2020-07-12,34,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[321334.15, 356027.7, 390948.0, 435685.0, 487385.0, 533514.6, 599997.275]",362756.0,5.0,-9.39411678779637,0.9499994507672156,0.95,3.664789048889172e-06,599997.275,321334.15,435685.0,109.62422640166959
132,UMich:RidgeTfReg,2020-07-12,13,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[160562.19101108698, 310271.941011087, 548857.941011087, 642253.191011087, 782854.191011087, 893667.191011087]",467263.0,2.0,-12.613693657646838,0.8749980243084396,0.875,6.455848830105859e-07,893667.191011087,160562.19101108698,595555.566011087,548.3132944696471
133,UCLA:SuEIR,2020-07-12,13,2020-07-25,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[283502.008877683, 342354.923275919, 405769.19403723296, 472911.08839968, 529558.263247467, 594949.942968896, 687043.681818884]",467263.0,2.0,-8.931581623655852,0.949999625373578,0.95,4.069244840171349e-06,687043.681818884,283502.008877683,472911.08839968,86.98979490465615
