,model,forecast_date,delta,target_end_date,quantile,value,cases,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
378,CU:scenario_low,2020-08-06,16,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[181327.0, 217276.0, 259384.0, 327175.0, 429985.0, 551972.0, 781633.0]",305813.0,3.0,-9.554483673611763,0.9499992967253579,0.95,3.683876691404353e-06,781633.0,181327.0,327175.0,118.77629343506736
379,CU:scenario_high,2020-08-06,9,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[254699.0, 284554.0, 321672.0, 373085.0, 441513.0, 520740.0, 640460.0]",362756.0,2.0,-8.860930737379629,0.9499990847068744,0.95,4.784415192471414e-06,640460.0,254699.0,373085.0,83.97048505363091
380,CU:nochange,2020-08-06,37,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[103161.0, 155677.0, 245970.0, 415277.0, 737191.0, 1311713.0, 2556269.0]",240153.0,6.0,-11.451228305342134,0.9499993287953437,0.95,1.6103348238274973e-06,2556269.0,103161.0,415277.0,306.62151985433604
381,UCLA:SuEIR,2020-08-09,34,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[143885.373355025, 169010.488907468, 217993.881292236, 234445.941928917, 266911.442647478, 319584.628474504, 454680.211963046]",240153.0,5.0,-7.8585143003838445,0.9499985205298882,0.95,9.706532621472919e-06,454680.211963046,143885.373355025,234445.941928917,50.869175473025486
382,UCLA:SuEIR,2020-08-09,48,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[119218.790263006, 153597.873024157, 193628.30850567698, 208707.40802360603, 252625.76948044, 292409.853342506, 418156.95358801796]",309970.0,7.0,-12.111371368884562,0.9499992708813801,0.95,1.0189482231581781e-06,418156.95358801796,119218.790263006,208707.40802360603,426.5312710645927
383,LNQ:ens1,2020-08-09,27,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[111809.79702782401, 180524.642247253, 212353.718983336, 256527.89614708602, 308199.788281188, 375847.526418282, 531449.5753659421]",291495.0,4.0,-9.126759710318009,0.949999999986701,0.95,4.673008597855244e-06,531449.5753659421,111809.79702782401,256527.89614708602,95.90708470823783
384,Columbia_UNC:SurvCon,2020-08-09,13,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[219329.0, 238400.0, 257254.0, 279088.0, 300124.0, 320968.0, 343649.0]",305813.0,2.0,-7.934648919561314,0.949997125114717,0.95,8.280331662641194e-06,343649.0,219329.0,279088.0,52.84295807268185
385,UCLA:SuEIR,2020-08-09,41,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[131322.16186032598, 163269.263899575, 206861.414952937, 221755.90494502103, 258721.619907546, 303257.168480612, 437900.49306652]",282996.0,6.0,-9.744671707860338,0.9499990573694163,0.95,3.4821229458747993e-06,437900.49306652,131322.16186032598,221755.90494502103,130.6256833287364
386,LNQ:ens1,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[237435.22804825302, 312209.961610416, 327010.53883020603, 350433.267754596, 370763.66636311205, 390921.493509079, 437758.08579860796]",362756.0,1.0,-6.8766267403521875,0.9499999999050922,0.95,1.290372202886192e-05,437758.08579860796,237435.22804825302,350433.267754596,31.13440164870163
387,CEID:Walk,2020-08-09,20,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[200147.43899999998, 257524.742, 311601.895, 365472.342, 429951.446, 493786.125, 566490.708]",293638.0,3.0,-9.93661898259844,0.9499992294996804,0.95,3.1056127406184353e-06,566490.708,200147.43899999998,365472.342,143.7836143501877
388,CEID:Walk,2020-08-09,13,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[261987.462, 280654.355, 315606.026, 370654.12100000004, 419233.357, 466876.20399999997, 519053.223]",305813.0,2.0,-9.21981432313412,0.9499972241320043,0.95,4.35489422433849e-06,519053.223,261987.462,370654.12100000004,100.47482127842356
389,LNQ:ens1,2020-08-09,13,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[205005.664839785, 265187.355345535, 280125.28219844104, 313545.40841982, 341786.1904592, 374666.246380588, 441089.645201928]",305813.0,2.0,-8.199500779953123,0.9499999999464172,0.95,7.2533040295919005e-06,441089.645201928,205005.664839785,313545.40841982,60.325227936359866
390,UCLA:SuEIR,2020-08-09,13,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[228200.164455517, 248749.94988261, 276739.822407702, 297262.606737773, 327179.696151196, 363103.854756504, 484243.80821762705]",305813.0,2.0,-7.677049514334089,0.9499985370136743,0.95,9.418564854535294e-06,484243.80821762705,228200.164455517,297262.606737773,46.45688866984368
391,JHU_IDD:CovidSP,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[341968.475, 361946.6, 379501.75, 410076.5, 433096.0, 462309.9, 489337.925]",362756.0,1.0,-8.455531166221707,0.9499969364510104,0.95,5.859495959693872e-06,489337.925,341968.475,410076.5,68.5638606414834
392,CEID:Walk,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[290982.679, 309896.596, 343183.25200000004, 373010.76, 414540.04600000003, 459890.934, 486614.66]",362756.0,1.0,-7.545263302840763,0.9499941843333554,0.95,9.236818589553053e-06,486614.66,290982.679,373010.76,43.49437639320637
393,CU:scenario_mid,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[268811.0, 294648.0, 318819.0, 351734.0, 391794.0, 438015.0, 509849.0]",362756.0,1.0,-8.114998178569909,0.9499994017754666,0.95,6.947140110596939e-06,509849.0,268811.0,351734.0,57.82950365388052
394,CU:nochange,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[268572.0, 295076.0, 319368.0, 353599.0, 393533.0, 438775.0, 509487.0]",362756.0,1.0,-8.114126359241862,0.949999457743111,0.95,6.9501690962425755e-06,509487.0,268572.0,353599.0,57.80430070787506
395,CU:select,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[270784.0, 294706.0, 319357.0, 353794.0, 396482.0, 445790.0, 518952.0]",362756.0,1.0,-8.226343780116473,0.9499991587108834,0.95,6.570942512690303e-06,518952.0,270784.0,353794.0,61.14034077058146
396,Columbia_UNC:SurvCon,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[276893.0, 294234.0, 310663.0, 329824.0, 348146.0, 365583.0, 384214.0]",362756.0,1.0,-8.158848014896087,0.949996578740816,0.95,6.796482247939384e-06,384214.0,276893.0,329824.0,59.11141230915326
397,CU:scenario_low,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[269113.0, 293671.0, 317054.0, 350509.0, 390031.0, 435380.0, 505158.0]",362756.0,1.0,-8.10018623561048,0.9499993337531301,0.95,6.998781423128708e-06,505158.0,269113.0,350509.0,57.40280201952488
398,Columbia_UNC:SurvCon,2020-08-09,34,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[109413.0, 127202.0, 145646.0, 169123.0, 192749.0, 216694.0, 247884.0]",240153.0,5.0,-11.428659045885862,0.9499985214160468,0.95,1.628609775150558e-06,247884.0,109413.0,169123.0,303.18085933796266
399,UCLA:SuEIR,2020-08-09,27,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[158469.653547443, 181085.700503183, 227818.488076224, 246734.586627531, 278411.935065867, 334305.443557709, 470948.726761758]",291495.0,4.0,-9.682774833827288,0.9499983245145325,0.95,3.5388277982162375e-06,470948.726761758,158469.653547443,246734.586627531,126.64493922612758
400,CU:scenario_high,2020-08-09,6,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[270784.0, 294706.0, 319357.0, 353794.0, 396482.0, 445790.0, 518952.0]",362756.0,1.0,-8.226343780116473,0.9499991587108834,0.95,6.570942512690303e-06,518952.0,270784.0,353794.0,61.14034077058146
401,Columbia_UNC:SurvCon,2020-08-09,20,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[173971.0, 193466.0, 212817.0, 236259.0, 259001.0, 281361.0, 308631.0]",293638.0,3.0,-9.905861378565557,0.9499981927312999,0.95,3.1537424844130246e-06,308631.0,173971.0,236259.0,141.58931073956114
402,CEID:Walk,2020-08-09,27,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[177592.34600000002, 250477.63, 299860.86699999997, 369177.715, 429681.458, 516613.934, 598073.48]",291495.0,4.0,-9.702681892248716,0.9499992028662938,0.95,3.503778692869053e-06,598073.48,177592.34600000002,369177.715,127.91179772539806
403,UCLA:SuEIR,2020-08-09,20,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[182133.194021753, 207489.99682498, 245151.594950883, 267079.818804767, 300977.27486025397, 347867.779533854, 484436.995528285]",293638.0,3.0,-8.586850560381713,0.9499987273259114,0.95,6.0988196167177655e-06,484436.995528285,182133.194021753,267079.818804767,73.21682762908561
404,LNQ:ens1,2020-08-09,20,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[174247.41356553, 231530.91652887, 244411.14704826399, 282754.613780001, 319348.429444524, 359485.45389039896, 453075.86416637397]",293638.0,3.0,-8.180778109063766,0.9499999999721758,0.95,7.471766666017343e-06,453075.86416637397,174247.41356553,282754.613780001,59.76313830155072
405,COVIDhub:baseline,2020-08-10,12,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[276681.069887699, 303636.30503605, 347639.414639146, 377337.0, 407002.315895659, 451058.004515045, 478081.01780467795]",305813.0,2.0,-9.988694302393831,0.9499949235345718,0.95,2.964950483737988e-06,478081.01780467795,276681.069887699,377337.0,147.57656874094215
406,COVIDhub:baseline,2020-08-10,19,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[241577.926823518, 294872.322866229, 333581.142233922, 377337.0, 421088.298630486, 460073.68676286796, 514466.92582325795]",293638.0,3.0,-10.704634418743566,0.9499999999051977,0.95,2.1153141120736074e-06,514466.92582325795,241577.926823518,377337.0,211.09688725159555
407,COVIDhub:baseline,2020-08-10,26,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[226773.382661577, 282899.545690457, 325786.354183542, 377337.0, 428787.32964579604, 472003.130553306, 528890.761599116]",291495.0,4.0,-10.109867733644123,0.9499998017419957,0.95,2.8583630246256653e-06,528890.761599116,226773.382661577,377337.0,156.79416070515376
408,USACE:ERDC_SEIR,2020-08-10,5,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[316038.19689737, 323850.22288500896, 331716.200742678, 340998.172735207, 350557.439812181, 360313.3429916, 370542.942262866]",362756.0,1.0,-7.561951380415082,0.9499927361469755,0.95,9.160066871932715e-06,370542.942262866,316038.19689737,340998.172735207,43.858813481022054
409,QJHong:Encounter,2020-08-10,19,2020-08-29,"[0.1, 0.9]","[273775.5, 471106.0]",293638.0,3.0,-9.40357250740605,0.7999918917582256,0.8,4.0541225358528554e-06,471106.0,273775.5,372440.75,110.14374150488634
410,COVIDhub:ensemble,2020-08-10,12,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[268931.0, 285780.0, 315754.0, 362552.0, 397355.0, 440282.0, 484360.0]",305813.0,2.0,-8.899647280739241,0.9499966838622101,0.95,5.110942568498089e-06,484360.0,268931.0,362552.0,85.61184419754296
411,UMich:RidgeTfReg,2020-08-10,5,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[305530.000943132, 305597.935975335, 306224.940749527, 314338.86134077, 359843.915145494, 408807.56032065203]",362756.0,1.0,-9.278523506378633,0.8744018984636124,0.875,3.882842218888571e-06,408807.56032065203,305530.000943132,310281.9010451485,103.46793450823834
412,COVIDhub:baseline,2020-08-10,47,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[181770.105225052, 249116.294183942, 309845.395856459, 377337.0, 445104.759172592, 506280.502189022, 575847.304204792]",309970.0,7.0,-9.97926371996287,0.9499992790639846,0.95,2.958921269655135e-06,575847.304204792,181770.105225052,377337.0,146.88234027373113
413,COVIDhub:ensemble,2020-08-10,19,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[220181.0, 248004.0, 298863.0, 353106.0, 392550.0, 431345.0, 510113.0]",293638.0,3.0,-9.772485363780518,0.9499986970180992,0.95,3.3712306147862248e-06,510113.0,220181.0,353106.0,132.4549624874674
414,COVIDhub:ensemble,2020-08-10,26,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[186399.0, 230736.0, 288316.0, 344756.0, 387997.0, 431698.0, 538208.0]",291495.0,4.0,-9.723624628342314,0.949999352881472,0.95,3.4672807617541768e-06,538208.0,186399.0,344756.0,129.2582465142177
415,LANL:GrowthRate,2020-08-10,5,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[172287.724378838, 215048.907102528, 256145.775581998, 306198.385262155, 357389.57444195397, 405600.95551386, 469652.602107686]",362756.0,1.0,-9.337941356796371,0.9499995106302543,0.95,3.769183843538304e-06,469652.602107686,172287.724378838,306198.385262155,106.58797264519868
416,COVIDhub:baseline,2020-08-10,33,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[210793.80097751, 270667.142711427, 319852.451682017, 377337.0, 435037.579060791, 484500.18593185896, 543775.360150101]",240153.0,5.0,-11.80771570431913,0.9499994141037149,0.95,1.3474291222798779e-06,543775.360150101,210793.80097751,377337.0,366.4484483761896
417,QJHong:Encounter,2020-08-10,5,2020-08-15,"[0.1, 0.9]","[333948.095, 373086.005]",362756.0,1.0,-5.956622607343115,0.7999591190144184,0.8,2.044049261584746e-05,373086.005,333948.095,353517.05,19.654597957111406
418,USACE:ERDC_SEIR,2020-08-10,12,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[270009.85033900896, 278492.76284137, 286763.456584999, 296625.864439915, 306879.550395025, 316974.898993757, 328412.94293359]",305813.0,2.0,-6.107579907673585,0.9499947107039124,0.95,2.0643851552148984e-05,328412.94293359,270009.85033900896,296625.864439915,21.195522442676133
419,COVIDhub:baseline,2020-08-10,5,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[301905.45, 314096.3, 361586.25, 377337.0, 393087.75, 440577.7, 452768.55]",362756.0,1.0,-7.6602916415087,0.9499864727755823,0.95,8.720559062536104e-06,452768.55,301905.45,377337.0,46.0692555980407
420,DDS:NBDS,2020-08-10,5,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[296554.0, 312190.0, 330192.0, 353501.0, 380216.0, 408905.0, 444783.0]",362756.0,1.0,-7.343848459338738,0.9499979032407503,0.95,1.0215487383141708e-05,444783.0,296554.0,353501.0,39.32750825700008
421,DDS:NBDS,2020-08-10,19,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[210738.0, 234733.0, 260783.0, 298358.0, 346025.0, 401838.0, 488346.0]",293638.0,3.0,-8.508506511706507,0.9499990682271998,0.95,6.3424635868281065e-06,488346.0,210738.0,298358.0,70.40422361201533
422,CovidAnalytics:DELPHI,2020-08-10,33,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[212892.80924603, 243110.12734111, 270149.40236635896, 300192.0, 330234.59763364104, 357273.87265889, 387491.19075397]",240153.0,5.0,-9.97331295151536,0.9499982713662424,0.95,3.3716417752495398e-06,387491.19075397,212892.80924603,300192.0,146.44595839954204
423,UMich:RidgeTfReg,2020-08-10,26,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[253347.039058954, 254123.558450898, 261203.573417963, 339133.408339418, 646184.516911584, 873799.328201379]",291495.0,4.0,-9.77175860696238,0.8749471100444117,0.875,3.384829904404252e-06,873799.328201379,253347.039058954,300168.4908786905,132.406839957799
424,CovidAnalytics:DELPHI,2020-08-10,26,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[242252.230037361, 269279.420980694, 293464.08378820104, 320335.0, 347205.91621179896, 371390.579019306, 398417.76996263897]",291495.0,4.0,-8.212836627181304,0.9499980671402122,0.95,7.379933628808011e-06,398417.76996263897,242252.230037361,320335.0,60.72881600009918
425,CovidAnalytics:DELPHI,2020-08-10,40,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[184818.527944209, 217919.941440177, 247539.983180007, 280450.0, 313360.01681999303, 342980.058559823, 376081.472055791]",282996.0,6.0,-8.129865357917186,0.9499984219199752,0.95,7.807191723052664e-06,376081.472055791,184818.527944209,280450.0,58.260986200261655
426,CovidAnalytics:DELPHI,2020-08-10,19,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[273118.337614498, 296524.571564357, 317469.10393761896, 340740.0, 364010.89606238104, 384955.42843564297, 408361.662385502]",293638.0,3.0,-9.27785459851383,0.9499977689271941,0.95,4.3171403538190545e-06,408361.662385502,273118.337614498,340740.0,103.43333503695175
427,DDS:NBDS,2020-08-10,26,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[167746.0, 190229.0, 215071.0, 253149.0, 311589.0, 384169.0, 499399.0]",291495.0,4.0,-9.447055431659901,0.9499989739385617,0.95,3.981486503656928e-06,499399.0,167746.0,253149.0,112.56464916437245
428,CovidAnalytics:DELPHI,2020-08-10,47,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[157394.204499896, 193147.81743625397, 225141.119101564, 260688.0, 296234.880898436, 328228.182563746, 363981.79550010397]",309970.0,7.0,-8.898858576717888,0.9499985392221435,0.95,5.078557870907829e-06,363981.79550010397,157394.204499896,260688.0,85.57808965067008
429,COVIDhub:ensemble,2020-08-10,5,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[308971.0, 318973.0, 352384.0, 375174.0, 394785.0, 418031.0, 461211.0]",362756.0,1.0,-7.088487513554232,0.9499959040039334,0.95,1.1606733600733055e-05,461211.0,308971.0,375174.0,34.613499217765515
430,DDS:NBDS,2020-08-10,12,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[267853.0, 290907.0, 315903.0, 349064.0, 387707.0, 429504.0, 496930.0]",305813.0,2.0,-8.421125567838377,0.9499990324826603,0.95,6.49248074831299e-06,496930.0,267853.0,349064.0,67.39445765635016
431,QJHong:Encounter,2020-08-10,12,2020-08-22,"[0.1, 0.9]","[287934.7, 392684.5]",305813.0,2.0,-8.096325535600418,0.7999847253912593,0.8,7.637304413402046e-06,392684.5,287934.7,340309.6,57.29210140020309
432,COVIDhub:baseline,2020-08-10,40,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[195844.08228682302, 258883.250272503, 314824.435149352, 377337.0, 439864.616278663, 496022.863059631, 559844.657470575]",282996.0,6.0,-10.257908696131292,0.9499992311164794,0.95,2.6939907800185847e-06,559844.657470575,195844.08228682302,377337.0,168.84047733690832
433,CovidAnalytics:DELPHI,2020-08-10,5,2020-08-15,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[344739.61501868, 358253.210490347, 370345.541894101, 383781.0, 397216.458105899, 409308.789509653, 422822.38498132]",362756.0,1.0,-7.03034468073992,0.949996132375914,0.95,1.1949110362174942e-05,422822.38498132,344739.61501868,383781.0,33.62172180462316
434,QJHong:Encounter,2020-08-10,26,2020-09-05,"[0.1, 0.9]","[284421.2, 695155.4]",291495.0,4.0,-10.877034068264983,0.799996104530616,0.8,1.947732595791729e-06,695155.4,284421.2,489788.30000000005,230.10069883573973
435,CU:nochange,2020-08-13,30,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[176871.0, 254777.0, 374750.0, 586694.0, 916764.0, 1363842.0, 2200704.0]",240153.0,5.0,-12.337032525356218,0.9499995752614585,0.95,1.0341088201547277e-06,2200704.0,176871.0,586694.0,477.4771296143408
436,LANL:GrowthRate,2020-08-13,37,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[30285.864334746202, 54016.1243435654, 89311.90483843882, 155375.894455829, 258406.690493158, 395299.33980146603, 616455.162079004]",282996.0,6.0,-11.55493754500726,0.9499986386593096,0.95,1.408477355441251e-06,616455.162079004,30285.864334746202,155375.894455829,322.94071855849637
437,CU:scenario_low,2020-08-13,9,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[252698.0, 278268.0, 314564.0, 362565.0, 422878.0, 484204.0, 589080.0]",305813.0,2.0,-9.174943366988266,0.9499987813085032,0.95,4.453702620449418e-06,589080.0,252698.0,362565.0,98.245719610416
438,CU:scenario_low,2020-08-13,30,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[118755.0, 159132.0, 228671.0, 337648.0, 515393.0, 743759.0, 1190173.0]",240153.0,5.0,-10.704362986750784,0.9499991262744163,0.95,2.3393539038546463e-06,1190173.0,118755.0,337648.0,211.06823997119818
439,CU:nochange,2020-08-13,44,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[89272.0, 140894.0, 221821.0, 383449.0, 658310.0, 1040302.0, 1676468.0]",309970.0,7.0,-11.239278294540238,0.9499993515826117,0.95,1.5758857240671942e-06,1676468.0,89272.0,383449.0,275.7898457579621
440,CU:select,2020-08-13,9,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[253375.0, 284981.0, 326521.0, 379686.0, 446997.0, 520799.0, 633623.0]",305813.0,2.0,-9.549449546905755,0.9499990809613932,0.95,3.693160922017824e-06,633623.0,253375.0,379686.0,118.47770192417765
441,CU:scenario_mid,2020-08-13,30,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[149394.0, 210906.0, 309455.0, 468953.0, 728752.0, 1073327.0, 1725470.0]",240153.0,5.0,-11.591225358260733,0.9499994485476272,0.95,1.501468450189336e-06,1725470.0,149394.0,468953.0,328.8536040128505
442,CU:scenario_high,2020-08-13,30,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[208945.0, 273910.0, 366553.0, 505296.0, 691782.0, 910775.0, 1294567.0]",240153.0,5.0,-12.124653412930645,0.9499995185268497,0.95,1.1499627708654037e-06,1294567.0,208945.0,505296.0,429.37330117632496
443,LANL:GrowthRate,2020-08-13,9,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[141476.076211893, 195281.16148425898, 256874.428642, 332417.073055842, 418543.025075261, 499434.18781125, 602542.298371196]",305813.0,2.0,-9.663054704597926,0.949999401982416,0.95,3.489226683320301e-06,602542.298371196,141476.076211893,332417.073055842,125.40234802414012
444,CU:scenario_high,2020-08-13,9,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[253375.0, 284981.0, 326521.0, 379686.0, 446997.0, 520799.0, 633623.0]",305813.0,2.0,-9.549449546905755,0.9499990809613932,0.95,3.693160922017824e-06,633623.0,253375.0,379686.0,118.47770192417765
445,CU:select,2020-08-13,37,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[207644.0, 273030.0, 364646.0, 501707.0, 691136.0, 915063.0, 1304368.0]",282996.0,6.0,-11.508771632153369,0.9499995285634348,0.95,1.4413673152559314e-06,1304368.0,207644.0,501707.0,315.5716689460265
446,LANL:GrowthRate,2020-08-13,16,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[93751.54302656821, 139092.737563382, 199945.568087402, 283047.979679086, 384262.544140917, 496562.958424019, 637896.0265493561]",293638.0,3.0,-10.177823350034938,0.9499992229243819,0.95,2.7527732337495614e-06,637896.0265493561,93751.54302656821,283047.979679086,162.21322524626646
447,CU:scenario_mid,2020-08-13,37,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[124302.0, 189143.0, 286894.0, 460074.0, 763058.0, 1172327.0, 1942270.0]",282996.0,6.0,-11.408379237803462,0.949999497001,0.95,1.5155651182166552e-06,1942270.0,124302.0,460074.0,300.1221681419994
448,CU:nochange,2020-08-13,9,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[253983.0, 284503.0, 321272.0, 373608.0, 438355.0, 502820.0, 608760.0]",305813.0,2.0,-9.219498240590408,0.9499991391381186,0.95,4.355582531749558e-06,608760.0,253983.0,373608.0,100.45894336459511
449,CU:scenario_low,2020-08-13,44,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[37372.0, 52782.0, 81868.0, 132619.0, 220839.0, 343411.0, 587747.0]",309970.0,7.0,-12.224421278061264,0.949997616753343,0.95,9.629497848273605e-07,587747.0,37372.0,132619.0,451.3353527054209
450,CU:nochange,2020-08-13,16,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[212738.0, 259847.0, 327244.0, 426457.0, 559053.0, 716679.0, 975146.0]",293638.0,3.0,-10.545069017165314,0.9499993342968112,0.95,2.290994536281732e-06,975146.0,212738.0,426457.0,194.9093363368889
451,CU:select,2020-08-13,16,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[223821.0, 275089.0, 348414.0, 452633.0, 588270.0, 748190.0, 1010934.0]",293638.0,3.0,-10.88421138504464,0.9499993884485161,0.95,1.9336604921912914e-06,1010934.0,223821.0,452633.0,230.92793508548152
452,CU:scenario_mid,2020-08-13,16,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[206775.0, 249537.0, 315508.0, 404699.0, 529423.0, 670111.0, 909545.0]",293638.0,3.0,-10.470210064458193,0.9499992252665855,0.95,2.3783702755575398e-06,909545.0,206775.0,404699.0,187.74882498623293
453,CU:select,2020-08-13,23,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[213651.0, 274303.0, 364133.0, 494323.0, 668505.0, 875732.0, 1229668.0]",291495.0,4.0,-11.33421978526917,0.9499994690287332,0.95,1.549718135207545e-06,1229668.0,213651.0,494323.0,289.19751357030157
454,LANL:GrowthRate,2020-08-13,44,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[21973.5783624949, 40704.8034545711, 68281.538463987, 126179.035892737, 217687.40877430802, 354250.202407322, 578667.948314067]",309970.0,7.0,-12.32239821413144,0.9499982882306033,0.95,9.169131877095893e-07,578667.948314067,21973.5783624949,126179.035892737,473.9961062816776
