,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE
40,CU:select,2020-05-03,34,2020-06-06,"[0.05, 0.025, 0.01, 0.35, 0.1, 0.9, 0.15, 0.4, 0.95, 0.6, 0.25, 0.55, 0.2, 0.45, 0.975, 0.65, 0.3, 0.85, 0.99, 0.5, 0.7, 0.75, 0.8]","[104045.0, 102123.0, 99334.0, 117894.0, 106704.0, 151120.0, 109038.0, 120120.0, 158997.0, 130078.0, 113136.0, 127362.0, 111368.0, 122583.0, 166251.0, 132119.0, 115512.0, 146123.0, 175034.0, 124918.0, 136053.0, 138506.0, 142167.0]",112954,5.0,-6.606806144805073,0.9799984346437187,0.98,2.6464414586452323e-05,175034.0,99334.0,124918.0
41,CU:select,2020-05-07,30,2020-06-06,"[0.025, 0.1, 0.15, 0.05, 0.2, 0.85, 0.65, 0.01, 0.25, 0.9, 0.7, 0.35, 0.5, 0.3, 0.95, 0.55, 0.75, 0.4, 0.975, 0.6, 0.45, 0.99, 0.8]","[101838.0, 105114.0, 106890.0, 102836.0, 108168.0, 129777.0, 121353.0, 99862.0, 109803.0, 133672.0, 123176.0, 112349.0, 116691.0, 111028.0, 139167.0, 118320.0, 125218.0, 113780.0, 143715.0, 119797.0, 115125.0, 150222.0, 127603.0]",112954,5.0,-6.083290748495307,0.9799993578990362,0.98,3.4382877140984314e-05,150222.0,99862.0,116691.0
42,CU:select,2020-05-10,27,2020-06-06,"[0.025, 0.05, 0.1, 0.01, 0.2, 0.9, 0.15, 0.55, 0.95, 0.6, 0.25, 0.85, 0.975, 0.65, 0.5, 0.99, 0.3, 0.8, 0.75, 0.7, 0.35, 0.4, 0.45]","[104687.0, 105579.0, 107122.0, 103150.0, 110033.0, 129386.0, 108604.0, 118073.0, 133710.0, 119104.0, 111160.0, 126852.0, 137401.0, 120177.0, 116478.0, 142227.0, 112224.0, 125125.0, 123320.0, 121787.0, 113128.0, 114610.0, 115546.0]",112954,4.0,-5.247341155664663,0.979998449200623,0.98,5.2223546697705014e-05,142227.0,103150.0,116478.0
43,CU:select,2020-05-14,23,2020-06-06,"[0.025, 0.15, 0.01, 0.1, 0.25, 0.05, 0.2, 0.65, 0.3, 0.75, 0.7, 0.35, 0.5, 0.55, 0.99, 0.6, 0.4, 0.8, 0.85, 0.975, 0.9, 0.45, 0.95]","[103854.0, 107131.0, 102935.0, 106212.0, 108689.0, 104623.0, 108127.0, 114857.0, 109553.0, 116638.0, 115894.0, 110427.0, 112403.0, 113299.0, 129942.0, 114261.0, 110819.0, 118069.0, 119301.0, 126364.0, 120881.0, 111790.0, 123501.0]",112954,4.0,-5.243258602342855,0.9799937344239498,0.98,5.2330258281607644e-05,129942.0,102935.0,112403.0
44,CU:select,2020-05-17,20,2020-06-06,"[0.05, 0.025, 0.1, 0.15, 0.45, 0.9, 0.55, 0.975, 0.2, 0.65, 0.6, 0.99, 0.01, 0.25, 0.4, 0.7, 0.85, 0.5, 0.95, 0.35, 0.8, 0.75, 0.3]","[104498.0, 103949.0, 105691.0, 106250.0, 110101.0, 117562.0, 111424.0, 121021.0, 106948.0, 112675.0, 112097.0, 123536.0, 103207.0, 107599.0, 109490.0, 113226.0, 116124.0, 110662.0, 119305.0, 109054.0, 115101.0, 114127.0, 108314.0]",112954,3.0,-4.023653097468158,0.9799958810597681,0.98,9.629125535909333e-05,123536.0,103207.0,110662.0
45,CU:select,2020-05-21,16,2020-06-06,"[0.025, 0.25, 0.05, 0.3, 0.2, 0.1, 0.35, 0.6, 0.15, 0.4, 0.65, 0.01, 0.55, 0.45, 0.7, 0.95, 0.975, 0.85, 0.5, 0.75, 0.8, 0.99, 0.9]","[104714.0, 107333.0, 104983.0, 107733.0, 106810.0, 105882.0, 107979.0, 110038.0, 106403.0, 108343.0, 110471.0, 104094.0, 109696.0, 108929.0, 110689.0, 114585.0, 115722.0, 112533.0, 109170.0, 111474.0, 111954.0, 117260.0, 113373.0]",112954,3.0,-4.999189620701411,0.9799958950579419,0.98,5.912236308452945e-05,117260.0,104094.0,109170.0
46,CU:select,2020-05-24,13,2020-06-06,"[0.55, 0.01, 0.05, 0.6, 0.025, 0.1, 0.65, 0.5, 0.15, 0.7, 0.85, 0.975, 0.2, 0.8, 0.95, 0.75, 0.9, 0.99, 0.45, 0.4, 0.25, 0.35, 0.3]","[111835.0, 107276.0, 108266.0, 112133.0, 107767.0, 108625.0, 112306.0, 111455.0, 109115.0, 112828.0, 113977.0, 116673.0, 109487.0, 113451.0, 115808.0, 113148.0, 114751.0, 117640.0, 111073.0, 110798.0, 109941.0, 110534.0, 110212.0]",112954,2.0,-3.0240515962711703,0.9799768789509629,0.98,0.00015872581171902378,117640.0,107276.0,111455.0
47,CU:select,2020-05-28,9,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.25, 0.15, 0.3, 0.55, 0.2, 0.35, 0.6, 0.85, 0.5, 0.4, 0.8, 0.45, 0.9, 0.65, 0.99, 0.75, 0.95, 0.7, 0.975]","[108443.0, 108773.0, 109001.0, 109393.0, 110380.0, 109724.0, 110708.0, 112349.0, 109964.0, 111048.0, 112917.0, 117115.0, 111963.0, 111272.0, 115718.0, 111684.0, 118924.0, 113410.0, 127023.0, 114768.0, 121785.0, 113903.0, 123788.0]",112954,2.0,-4.021511567678739,0.9799962082084606,0.98,9.63944158754726e-05,127023.0,108443.0,111963.0
48,CU:select,2020-05-31,6,2020-06-06,"[0.01, 0.5, 0.25, 0.025, 0.55, 0.3, 0.05, 0.6, 0.35, 0.1, 0.65, 0.4, 0.15, 0.99, 0.7, 0.45, 0.85, 0.975, 0.2, 0.95, 0.75, 0.9, 0.8]","[108800.0, 111348.0, 110214.0, 108985.0, 111466.0, 110336.0, 109167.0, 111763.0, 110535.0, 109443.0, 112128.0, 110793.0, 109665.0, 121485.0, 112600.0, 110997.0, 114657.0, 119246.0, 109906.0, 117740.0, 113124.0, 115829.0, 113814.0]",112954,1.0,-4.082403826992471,0.9799724176884257,0.98,9.350380621789278e-05,121485.0,108800.0,111348.0
49,Covid19Sim:Simulator,2020-05-24,13,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[99636.69568401651, 99892.72710900789, 100178.45346640401, 100629.165165915, 101009.508270655, 101350.938356502, 101830.986589039, 102374.14401311199, 102997.197605099, 103489.180138234, 104195.95978106801, 104906.75829044, 105740.408624139, 106693.40980083699, 107711.528238703, 108581.439415901, 109582.434168122, 110334.329747452, 111206.933344682, 112171.509577655, 113225.27329703301, 115323.307318659, 120104.739282501]",112954,2.0,-5.671903193673201,0.9799775765318892,0.98,4.223513511669719e-05,120104.739282501,99636.69568401651,104906.75829044
50,Covid19Sim:Simulator,2020-05-31,6,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[103505.579769154, 103712.39821625, 103856.67047541699, 104045.385855591, 104231.985612723, 104406.592977654, 104555.13582346699, 104735.185580996, 104928.267106167, 105114.381277744, 105346.12985351699, 105541.132821975, 105856.31531958199, 106239.42143529301, 106785.972055757, 107384.69892232801, 108066.858056281, 108674.71226227301, 109272.75658028401, 109794.112865204, 110586.36066626, 111471.667614896, 113398.201325431]",112954,1.0,-10.22719966491314,0.9799927041970435,0.98,4.330158839022102e-06,113398.201325431,103505.579769154,105541.132821975
51,CovidAnalytics:DELPHI,2020-04-30,37,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[108992.536157818, 110427.214449491, 111661.116928472, 113083.72746282301, 114043.55603649099, 114806.39735965698, 115460.847290255, 116048.563554557, 116593.170260665, 117109.948767555, 117609.937953601, 118102.0, 118594.062046399, 119094.051232445, 119610.829739335, 120155.436445443, 120743.152709745, 121397.60264034302, 122160.44396350901, 123120.27253717699, 124542.883071528, 125776.785550509, 127211.463842182]",112954,6.0,-5.706710936915292,0.9799896007783152,0.98,4.150643970103618e-05,127211.463842182,108992.536157818,118102.0
52,CovidAnalytics:DELPHI,2020-05-04,33,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[110862.58340553801, 112150.313133102, 113257.83174011, 114534.72976419199, 115396.24679895301, 116080.953227535, 116668.37037584199, 117195.88912991199, 117684.713871568, 118148.56074912401, 118597.337971215, 119039.0, 119480.662028785, 119929.43925087599, 120393.286128432, 120882.11087008801, 121409.62962415801, 121997.046772465, 122681.75320104699, 123543.27023580801, 124820.16825989, 125927.686866898, 127215.41659446199]",112954,5.0,-6.673114898250389,0.9799883980954356,0.98,2.5601389005728767e-05,127215.41659446199,110862.58340553801,119039.0
53,CovidAnalytics:DELPHI,2020-05-10,27,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[117161.11537686, 117638.458988814, 118049.00082912199, 118522.32927830199, 118841.681735832, 119095.49294539801, 119313.24036342699, 119508.784274584, 119689.98485013901, 119861.926476698, 120028.28199025801, 120192.0, 120355.71800974199, 120522.073523302, 120694.01514986099, 120875.215725416, 121070.75963657301, 121288.50705460199, 121542.318264168, 121861.67072169801, 122334.99917087801, 122745.541011186, 123222.88462314]",112954,4.0,-inf,0.9799685601869967,0.98,0,123222.88462314,117161.11537686,120192.0
54,CovidAnalytics:DELPHI,2020-05-18,19,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[108613.85237490301, 109607.500002634, 110462.09177990301, 111447.381367714, 112112.15157493699, 112640.489861994, 113093.757068155, 113500.80502810002, 113877.995625261, 114235.91261641901, 114582.201447503, 114923.0, 115263.798552497, 115610.08738358099, 115968.004374739, 116345.19497189998, 116752.242931845, 117205.510138006, 117733.84842506301, 118398.618632286, 119383.90822009699, 120238.499997366, 121232.14762509699]",112954,3.0,-3.70122023311034,0.9799850510554371,0.98,0.00011313637400085785,121232.14762509699,108613.85237490301,114923.0
55,CovidAnalytics:DELPHI,2020-05-25,12,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[103939.969398853, 104998.013300584, 105907.989426098, 106957.13362040599, 107664.98622748301, 108227.56504020302, 108710.20756855, 109143.635475699, 109545.271025344, 109926.38388593099, 110295.114989132, 110658.0, 111020.885010868, 111389.61611406901, 111770.728974656, 112172.364524301, 112605.79243145, 113088.43495979698, 113651.01377251699, 114358.86637959401, 115408.010573902, 116317.986699416, 117376.030601147]",112954,2.0,-3.9281781721255973,0.9799859165412418,0.98,0.00010099943988292615,117376.030601147,103939.969398853,110658.0
56,CovidAnalytics:DELPHI,2020-06-01,5,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[104231.0, 104231.0, 104231.0, 104231.0, 105228.285860347, 106056.965363623, 106767.89859041199, 107406.338600384, 107997.948416204, 108559.328277767, 109102.469790626, 109637.0, 110171.530209374, 110714.67172223199, 111276.051583796, 111867.661399616, 112506.10140958801, 113217.034636377, 114045.714139653, 115088.382177557, 116633.773276808, 117974.169585084, 119532.669967798]",112954,1.0,-4.678344194859373,0.9771217527669921,0.98,6.941007013147593e-05,119532.669967798,104231.0,109637.0
57,GT:DeepCOVID,2020-05-11,26,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[105483.9196, 105515.5512, 105907.263, 107291.1292, 108419.5658, 109236.7788, 109799.1729, 110435.1979, 110943.8526, 111520.5279, 111987.2707, 112294.6517, 112733.8206, 113299.1539, 113960.1616, 114596.4256, 115205.1136, 115801.7489, 116504.8658, 117621.7594, 119985.095, 121946.8985, 127791.21699999999]",112954,4.0,-4.170114199019358,0.9797482841319047,0.98,8.949179612444125e-05,127791.21699999999,105483.9196,112294.6517
58,GT:DeepCOVID,2020-05-18,19,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[103124.9401, 103127.4982, 103130.1286, 103147.134, 103159.5334, 103186.7082, 103412.6323, 103827.9859, 104151.8806, 104621.3656, 105017.4284, 105747.383, 106156.0363, 106788.7424, 107594.9702, 108023.6987, 108524.1897, 109293.3326, 109919.5933, 111134.7726, 112506.9757, 115627.6638, 117030.9788]",112954,3.0,-8.399631694413525,0.9763608849042791,0.98,1.0798294553721055e-05,117030.9788,103124.9401,105747.383
59,GT:DeepCOVID,2020-05-25,12,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[104588.3725, 104588.4827, 104950.8995, 106927.4046, 107761.4736, 108263.2119, 109026.4046, 109631.2756, 110068.8695, 110335.6108, 110683.2827, 110964.9657, 111520.5413, 111695.5758, 111972.7257, 112439.8642, 112924.9425, 113615.3375, 114046.5421, 114559.9023, 115524.8665, 116816.3751, 118296.1195]",112954,2.0,-4.336690947222901,0.9755465441427043,0.98,8.234012904514976e-05,118296.1195,104588.3725,110964.9657
60,GT:DeepCOVID,2020-06-01,5,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[106938.1042, 107298.2996, 107873.329, 108268.9897, 108520.3785, 108759.7087, 108947.8088, 109248.4394, 109438.3535, 109582.2578, 109728.1998, 109824.7866, 109972.9045, 110105.7758, 110340.2418, 110523.87199999999, 110595.0884, 110791.6938, 111139.2244, 111856.73800000001, 112866.5819, 113474.9793, 113672.086]",112954,1.0,-5.810405600983027,0.9798524149767112,0.98,3.940927744305878e-05,113672.086,106938.1042,109824.7866
61,IHME:CurveFit,2020-03-27,71,2020-06-06,"[0.025, 0.975]","[38239.5, 156518.675]",112954,11.0,-8.991576626031748,0.9499839362848833,0.95,8.031856880752475e-06,156518.675,38239.5,97379.0875
62,IHME:CurveFit,2020-03-29,69,2020-06-06,"[0.025, 0.975]","[39142.3, 138689.475]",112954,10.0,-8.646743934052939,0.9499809135382479,0.95,9.543230835684646e-06,138689.475,39142.3,88915.88750000001
63,IHME:CurveFit,2020-03-30,68,2020-06-06,"[0.025, 0.975]","[36586.075, 147322.275]",112954,10.0,-8.859782125359214,0.9499828420751508,0.95,8.57896257766555e-06,147322.275,36586.075,91954.17499999999
64,IHME:CurveFit,2020-03-31,67,2020-06-06,"[0.025, 0.975]","[41399.05, 172837.65]",112954,10.0,-9.202569876496543,0.9499855446243372,0.95,7.227687368271951e-06,172837.65,41399.05,107118.35
65,IHME:CurveFit,2020-04-01,66,2020-06-06,"[0.025, 0.975]","[39959.875, 172550.275]",112954,10.0,-9.220007465413687,0.9499856701129522,0.95,7.1649445659571764e-06,172550.275,39959.875,106255.075
66,IHME:CurveFit,2020-04-05,62,2020-06-06,"[0.025, 0.975]","[49430.6, 136316.575]",112954,9.0,-8.374677974307644,0.9499781322638315,0.95,1.0933867366447192e-05,136316.575,49430.6,92873.58750000001
67,IHME:CurveFit,2020-04-07,60,2020-06-06,"[0.025, 0.975]","[31221.475, 126669.7]",112954,9.0,-8.562668292009967,0.949980094083507,0.95,9.952959171943832e-06,126669.7,31221.475,78945.5875
68,IHME:CurveFit,2020-04-09,58,2020-06-06,"[0.025, 0.975]","[26486.8, 154864.45]",112954,9.0,-9.155426640128951,0.9499851998382445,0.95,7.400079453490083e-06,154864.45,26486.8,90675.625
69,IHME:CurveFit,2020-04-12,55,2020-06-06,"[0.025, 0.975]","[30188.0, 174687.075]",112954,8.0,-9.392029319388033,0.9499868511227672,0.95,6.57443996152085e-06,174687.075,30188.0,102437.5375
70,IHME:CurveFit,2020-04-16,51,2020-06-06,"[0.025, 0.975]","[34062.975, 140262.925]",112954,8.0,-8.776132362771762,0.9499821092270868,0.95,8.945386064052041e-06,140262.925,34062.975,87162.95
71,IHME:CurveFit,2020-04-20,47,2020-06-06,"[0.025, 0.975]","[45374.625, 123853.925]",112954,7.0,-8.171146291313285,0.9499757897016079,0.95,1.2105149148178285e-05,123853.925,45374.625,84614.275
72,IHME:CurveFit,2020-04-21,46,2020-06-06,"[0.025, 0.975]","[48057.95, 122640.2]",112954,7.0,-8.069282527623198,0.9499745246837518,0.95,1.2737657879929865e-05,122640.2,48057.95,85349.075
73,IHME:CurveFit,2020-04-27,40,2020-06-06,"[0.025, 0.975]","[57453.225, 121468.325]",112954,6.0,-7.763719006954921,0.9499703194569982,0.95,1.4840271811311645e-05,121468.325,57453.225,89460.775
74,IHME:CurveFit,2020-04-28,39,2020-06-06,"[0.025, 0.975]","[59342.75, 113352.9]",112954,6.0,-7.423822574368628,0.9499648213289218,0.95,1.758933530829343e-05,113352.9,59342.75,86347.825
75,IHME:CurveFit,2020-05-04,33,2020-06-06,"[0.025, 0.975]","[92525.55, 168184.475]",112954,5.0,-8.097930514778643,0.9499748869926659,0.95,1.2556504269206625e-05,168184.475,92525.55,130355.01250000001
76,IHME:CurveFit,2020-05-08,29,2020-06-06,"[0.025, 0.975]","[99261.275, 149039.75]",112954,5.0,-7.260670561859857,0.9499618312951534,0.95,1.908435283953791e-05,149039.75,99261.275,124150.5125
77,IHME:CurveFit,2020-05-12,25,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[106231.91900000001, 107062.18400000001, 107692.509, 108912.759, 110268.609, 111091.959, 112149.459, 113309.659, 114422.05900000001, 115478.55900000001, 116409.659, 117787.459, 118856.30900000001, 120305.959, 121469.409, 123198.459, 125368.459, 127656.55900000001, 130650.55900000001, 134652.259, 139715.409, 143997.909, 146835.049]",112954,4.0,-5.662295084432883,0.9799894767269925,0.98,4.243852316516972e-05,146835.049,106231.91900000001,117787.459
78,IHME:CurveFit,2020-05-18,19,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[107084.55099999999, 107922.396, 108463.671, 109368.071, 110207.47099999999, 110797.771, 111385.021, 111952.871, 112560.021, 113124.171, 113673.421, 114386.771, 115111.921, 116003.171, 116928.521, 118027.871, 119518.271, 121116.371, 123056.97099999999, 126174.271, 131647.771, 134867.221, 142618.861]",112954,3.0,-4.163344034605443,0.9799995905717527,0.98,8.97952465236801e-05,142618.861,107084.55099999999,114386.771
79,IHME:CurveFit,2020-05-29,8,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[108387.774183878, 108508.34211622199, 108599.328855737, 108723.62008009802, 108810.63640539999, 108886.723838716, 108939.487742909, 108990.331475562, 109035.57093357199, 109083.27564456801, 109145.964920566, 109200.607818684, 109250.01769629901, 109292.04341701, 109351.214259115, 109411.143227425, 109474.214401441, 109537.112610134, 109616.45060446301, 109714.02088929301, 109866.633315021, 110051.18051241199, 110260.74656994801]",112954,2.0,-inf,0.9799237121260443,0.98,0,110260.74656994801,108387.774183878,109200.607818684
80,Imperial:ensemble1,2020-05-31,6,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[109640.0, 109674.0, 109706.0, 109745.0, 109775.0, 109805.0, 109836.0, 109886.0, 110457.0, 110540.0, 110587.0, 110631.0, 110674.0, 110726.0, 110815.0, 113071.0, 113153.0, 113216.0, 113273.0, 113331.0, 113407.0, 113474.0, 113538.0]",112954,1.0,-5.376965722173138,0.9796125835249423,0.98,4.894617358669473e-05,113538.0,109640.0,110631.0
81,Imperial:ensemble2,2020-05-31,6,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[109641.0, 109677.0, 109706.0, 109745.0, 109772.0, 109802.0, 109833.0, 109879.0, 110355.0, 110441.0, 110488.0, 110527.0, 110570.0, 110621.0, 110719.0, 111858.0, 111925.0, 111974.0, 112021.0, 112071.0, 112134.0, 112182.0, 112239.0]",112954,1.0,-inf,0.9797202874154505,0.98,0,112239.0,109641.0,110527.0
82,IowaStateLW:STEM,2020-05-01,36,2020-06-06,"[0.025, 0.975]","[92114.0, 96427.0]",112954,6.0,-inf,0.9495594713655883,0.95,0,96427.0,92114.0,94270.5
83,IowaStateLW:STEM,2020-05-17,20,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[110291.95, 110449.725, 110565.8, 110714.8, 110821.1, 110901.8, 110968.5, 111027.7, 111083.0, 111144.6, 111193.0, 111250.5, 111310.45, 111356.0, 111403.35, 111471.0, 111557.0, 111610.4, 111691.75, 111801.1, 112004.2, 112185.225, 112368.04]",112954,3.0,-inf,0.9799061008219093,0.98,0,112368.04,110291.95,111250.5
84,IowaStateLW:STEM,2020-05-24,13,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[111539.0, 111655.0, 111726.0, 111866.0, 111950.0, 112018.0, 112075.0, 112133.0, 112180.0, 112233.0, 112278.0, 112343.0, 112394.0, 112454.0, 112536.0, 112608.0, 112687.0, 112817.0, 112993.0, 113437.0, 115855.0, 118231.0, 120635.0]",112954,2.0,-2.1849270039624384,0.979993456488808,0.98,0.00024146886833420478,120635.0,111539.0,112343.0
85,IowaStateLW:STEM,2020-05-31,6,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[111976.0, 112030.0, 112085.0, 112174.0, 112232.0, 112270.0, 112300.0, 112328.0, 112357.0, 112383.0, 112408.0, 112434.0, 112459.0, 112499.0, 112534.0, 112577.0, 112624.0, 112700.0, 112841.0, 113992.0, 116717.0, 118303.0, 119927.0]",112954,1.0,-4.385751336227098,0.9798954891969631,0.98,8.034488161717812e-05,119927.0,111976.0,112434.0
86,JHU_IDD:CovidSP,2020-05-17,20,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[101297.62, 104635.45, 107161.2, 111324.3, 113790.35, 116344.2, 118510.5, 121365.5, 124103.1, 127259.0, 130653.15, 134265.0, 137754.05, 143117.6, 146543.8, 151345.7, 157445.25, 164132.2, 172393.9, 181391.1, 199168.0, 217468.675, 240155.71]",112954,3.0,-6.985696651807685,0.979998882872864,0.98,2.1897133356062193e-05,240155.71,101297.62,134265.0
87,JHU_IDD:CovidSP,2020-05-24,13,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[113209.92, 113767.0, 114205.75, 114478.2, 114911.25, 115207.6, 115512.75, 115762.9, 116069.65, 116418.0, 116672.1, 116851.0, 117052.0, 117331.6, 117575.7, 117807.6, 118102.25, 118305.8, 118721.35, 119178.8, 119935.3, 120480.075, 120971.01]",112954,2.0,-inf,0.9799599463706156,0.98,0,120971.01,113209.92,116851.0
88,JHU_IDD:CovidSP,2020-05-31,6,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[109240.45, 109420.4, 109588.25, 109787.3, 109962.7, 110131.2, 110217.0, 110361.1, 110450.95, 110542.2, 110616.95, 110703.5, 110777.35, 110831.4, 110944.45, 111033.0, 111152.5, 111252.0, 111336.7, 111460.9, 111743.3, 111971.425, 112306.45]",112954,1.0,-inf,0.9799655635241838,0.98,0,112306.45,109240.45,110703.5
89,LANL:GrowthRate,2020-04-27,40,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[72218.48940524411, 76635.6620686379, 80655.26028822821, 87581.85390118111, 91990.8563327464, 96782.4933040389, 101000.43406205699, 105105.179805975, 109851.674385186, 114092.525388147, 118878.002518945, 123675.59506847401, 130079.77284376699, 135838.302286826, 141825.357050765, 150024.33861351598, 160539.060779663, 171780.430333933, 188843.67773786897, 209849.53289901602, 255017.695260374, 299465.456735747, 387614.96187911206]",112954,6.0,-8.205378969327743,0.9799990419990485,0.98,1.189971645486343e-05,387614.96187911206,72218.48940524411,123675.59506847401
