,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE
145,YYG:ParamSearch,2020-05-08,29,2020-06-06,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[96963.3447197, 98773.5316317, 100685.324988, 103301.080397, 105571.379004, 107329.778434, 109037.990543, 110586.16029300001, 112283.388019, 113905.64840399999, 115425.250945, 117278.428077, 118679.82403599999, 120313.98568399998, 122107.771104, 123960.58116199999, 125924.747669, 128386.646028, 131141.996756, 134213.628947, 139326.83103, 142739.133838, 146694.405741]",112954,5.0,-6.317761523516409,0.9799941816154127,0.98,3.057929957055172e-05,146694.405741,96963.3447197,117278.428077
939,YYG:ParamSearch,2020-05-08,57,2020-07-04,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[103545.362034, 106740.377152, 110448.887241, 115184.50568399999, 120287.893295, 123753.731499, 127236.59518499998, 130676.783027, 134315.211952, 138117.35030999998, 141930.21249200002, 146058.671755, 149381.767374, 153004.03396, 157476.926373, 162398.914192, 167520.78436400002, 173691.030885, 180168.823648, 189588.126888, 203084.041165, 210872.208442, 219735.944567]",130069,9.0,-7.682524884716989,0.9799967991056703,0.98,1.4402465446233803e-05,219735.944567,103545.362034,146058.671755
1318,IHME:CurveFit,2020-05-08,71,2020-07-18,"[0.025, 0.975]","[102667.15, 214114.6]",140775,11.0,-8.652418159019554,0.9499829516882246,0.95,8.524154762740155e-06,214114.6,102667.15,158390.875
1569,IHME:CurveFit,2020-05-08,78,2020-07-25,"[0.025, 0.975]","[102736.05, 219382.45]",147184,12.0,-8.699068711143546,0.9499837114013288,0.95,8.144299847412384e-06,219382.45,102736.05,161059.25
4822,IHME:CurveFit,2020-05-08,22,2020-05-30,"[0.025, 0.975]","[97002.85, 132764.325]",106926,4.0,-6.6540436231693,0.9499468694949055,0.95,2.6565252649532467e-05,132764.325,97002.85,114883.58750000001
4683,IHME:CurveFit,2020-05-08,15,2020-05-23,"[0.025, 0.975]","[93454.875, 116149.825]",100275,3.0,-5.808837661508234,0.9499162811189389,0.95,4.185944040538403e-05,116149.825,93454.875,104802.35
1426,YYG:ParamSearch,2020-05-08,71,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[105227.09909, 109042.9336, 113353.72851300001, 119473.113096, 125530.19221600001, 130022.263724, 134726.984956, 139333.807768, 143956.406475, 148811.52101, 153938.98020999998, 159035.381351, 163564.107457, 168899.50048599998, 174994.796711, 181887.760764, 189049.15385, 197773.67386500002, 207390.698894, 221834.10211100001, 241002.30696599997, 252866.01349, 265673.69681999995]",140775,11.0,-8.159498309116206,0.9799974452415282,0.98,1.0906552933342972e-05,265673.69681999995,105227.09909,159035.381351
1178,YYG:ParamSearch,2020-05-08,64,2020-07-11,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[104485.587059, 108011.320171, 112034.381789, 117468.15186099999, 123058.04660799999, 127026.842811, 131096.311777, 135140.65795599998, 139276.50003199998, 143589.631655, 148067.465558, 152653.496053, 156571.08260599998, 161016.743812, 166273.51369300002, 172139.87081400002, 178261.417211, 185583.928483, 193557.86085899998, 205363.658546, 221492.435888, 231189.721821, 241904.021047]",135314,10.0,-7.971348996321699,0.9799971567936643,0.98,1.2221795635716792e-05,241904.021047,104485.587059,152653.496053
635,IHME:CurveFit,2020-05-08,50,2020-06-27,"[0.025, 0.975]","[102032.9, 188962.175]",126448,8.0,-8.262817031918651,0.9499781430806461,0.95,1.0928458857223378e-05,188962.175,102032.9,145497.53749999998
1830,IHME:CurveFit,2020-05-08,85,2020-08-01,"[0.025, 0.975]","[102782.975, 223488.6]",155149,13.0,-8.71479452963304,0.9499842592741897,0.95,7.870362699460842e-06,223488.6,102782.975,163135.7875
328,YYG:ParamSearch,2020-05-08,36,2020-06-13,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[99199.1824908, 101401.607037, 103799.833126, 106944.71180599999, 109936.661024, 112106.532526, 114254.730109, 116212.456692, 118373.54426099999, 120498.815323, 122517.495459, 124937.44295499999, 126761.41403800002, 128776.14040399999, 131159.979445, 133643.54981099998, 136256.692163, 139525.81625499998, 143039.966121, 147188.363866, 154075.243352, 158356.026348, 163273.41228599998]",118220,6.0,-6.831106229843397,0.9799951207182974,0.98,2.3123920995335445e-05,163273.41228599998,99199.1824908,124937.44295499999
518,YYG:ParamSearch,2020-05-08,43,2020-06-20,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[100952.950223, 103502.64980099999, 106370.05737000001, 110015.8666, 113756.179775, 116329.998038, 118900.670258, 121298.481266, 123932.98335699999, 126623.036745, 129196.522863, 132186.50689400002, 134465.983768, 136910.27974, 139948.810049, 143159.677938, 146512.695086, 150692.706996, 155003.773851, 160591.037387, 169501.460547, 174701.30293900002, 180719.74370999998]",122496,7.0,-7.204205950935102,0.9799958512307766,0.98,1.8850740964929114e-05,180719.74370999998,100952.950223,132186.50689400002
1076,IHME:CurveFit,2020-05-08,64,2020-07-11,"[0.025, 0.975]","[102551.325, 207240.5]",135314,10.0,-8.566854898310652,0.9499818510082662,0.95,9.074496843036739e-06,207240.5,102551.325,154895.9125
4606,YYG:ParamSearch,2020-05-08,8,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[85179.9436915, 85704.8637847, 86231.02424289999, 86978.33183119999, 87541.5708049, 88033.9655206, 88484.1929217, 88893.9764932, 89335.17695980001, 89740.8610878, 90146.6900883, 90583.2750357, 90940.2744372, 91412.60388139999, 91828.4142995, 92219.948844, 92773.8835222, 93378.19162669999, 94116.8042388, 94901.5972372, 96160.66600760001, 97171.73530279999, 98368.60280630001]",91697,2.0,-3.7397664147959047,0.9799815476504441,0.98,0.00012317010238407922,98368.60280630001,85179.9436915,90583.2750357
720,YYG:ParamSearch,2020-05-08,50,2020-06-27,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[102377.267302, 105241.718485, 108562.067075, 112705.33501400001, 117194.940779, 120174.52754400001, 123174.884322, 126054.35119300001, 129186.601766, 132456.65857200001, 135639.16137000002, 139213.13247799998, 141988.935248, 144947.266654, 148686.134898, 152720.517634, 156886.94334600001, 162041.912273, 167307.026143, 174660.09888, 185759.933036, 192043.698054, 199338.64411]",126448,8.0,-7.450896678493733,0.9799963777401728,0.98,1.6400805800342866e-05,199338.64411,102377.267302,139213.13247799998
4738,YYG:ParamSearch,2020-05-08,15,2020-05-23,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[90280.02297539999, 91228.19230950001, 92188.78061239999, 93598.69267, 94633.9018973, 95545.9032149, 96404.84916869999, 97160.3905847, 97979.803635, 98758.27490019999, 99491.4813063, 100339.72852, 101001.915661, 101864.05832899999, 102659.723748, 103475.786763, 104467.488872, 105614.076672, 106969.889492, 108437.71479000001, 110791.39471500002, 112600.08681099999, 114719.06720199999]",100275,3.0,-4.968525946759029,0.979989448854272,0.98,6.37183892436971e-05,114719.06720199999,90280.02297539999,100339.72852
254,IHME:CurveFit,2020-05-08,36,2020-06-13,"[0.025, 0.975]","[100694.35, 164736.825]",118220,6.0,-7.719026971457425,0.9499703324339376,0.95,1.4833783551673752e-05,164736.825,100694.35,132715.58750000002
441,IHME:CurveFit,2020-05-08,43,2020-06-20,"[0.025, 0.975]","[101533.175, 177953.95]",122496,7.0,-8.036901479982589,0.9499751377230844,0.95,1.243113803797713e-05,177953.95,101533.175,139743.5625
4887,YYG:ParamSearch,2020-05-08,22,2020-05-30,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[94070.055299, 95463.09414680001, 96884.74934310002, 98920.9536757, 100530.554657, 101861.189715, 103144.861225, 104289.073127, 105526.443185, 106704.67396100001, 107812.968915, 109129.567875, 110144.08680399999, 111398.49061400001, 112659.081423, 113957.955678, 115406.85084700001, 117163.45439700001, 119194.91445, 121407.827946, 125017.62617999999, 127612.956841, 130654.27420999999]",106926,4.0,-5.567343910971874,0.9799927044324543,0.98,4.573911896361971e-05,130654.27420999999,94070.055299,109129.567875
2381,IHME:CurveFit,2020-05-08,99,2020-08-15,"[0.025, 0.975]","[102782.975, 223488.6]",169457,15.0,-8.626581267813936,0.9499842592741897,0.95,7.870362699446964e-06,223488.6,102782.975,163135.7875
2093,IHME:CurveFit,2020-05-08,92,2020-08-08,"[0.025, 0.975]","[102782.975, 223488.6]",162408,14.0,-8.669068787533178,0.9499842592741897,0.95,7.870362699460842e-06,223488.6,102782.975,163135.7875
846,IHME:CurveFit,2020-05-08,57,2020-07-04,"[0.025, 0.975]","[102360.55, 198882.3]",130069,9.0,-8.443920924970033,0.9499803151626991,0.95,9.842417712208062e-06,198882.3,102360.55,150621.425
4560,IHME:CurveFit,2020-05-08,8,2020-05-16,"[0.025, 0.975]","[88173.9, 99127.35]",91697,2.0,-4.4412019206799185,0.9498265315439275,0.95,8.673422806537712e-05,99127.35,88173.9,93650.625
4705,UCLA:SuEIR,2020-05-10,13,2020-05-23,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[91570.87594623881, 103796.67315896599, 92074.1220631569, 103179.292889873, 92581.4758535409, 102568.641656601, 93093.0777080194, 101964.59489119801, 93609.064733981, 101367.02699432801, 94129.5708586708, 100775.81187995801, 94654.7269284666, 100190.822776179, 95184.6608043528, 99611.9319562895, 95719.4974536081, 99039.0105509017, 96259.3656344281, 98471.9286645328, 96804.40788969462, 97910.5557006259, 97354.7598616922]",100275,2.0,-4.373823131315393,0.9799661054927888,0.98,8.57833227264071e-05,103796.67315896599,91570.87594623881,97354.7598616922
4539,CU:select,2020-05-10,6,2020-05-16,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[85819.0, 87004.0, 86142.0, 87141.0, 86267.0, 87399.0, 88558.0, 89757.0, 88250.0, 89576.0, 86649.0, 87609.0, 88715.0, 90308.0, 91596.0, 87880.0, 92143.0, 89086.0, 88864.0, 90827.0, 88089.0, 89341.0, 87737.0]",91697,1.0,-6.647388195883528,0.9799619864836763,0.98,2.878215150606267e-05,92143.0,85819.0,88250.0
4851,UCLA:SuEIR,2020-05-10,20,2020-05-30,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[96410.5862801167, 114157.126436659, 97127.51910955561, 113245.82464552301, 97851.51289050859, 112345.91456698, 98582.8101472284, 111457.182290058, 99321.64807323599, 110579.411948361, 100068.25902336401, 109712.38782154, 100822.87026501099, 108855.892329675, 101585.70457713699, 108009.70636053, 102356.980074346, 107173.582344908, 103136.910421648, 106347.312648576, 103925.705364949, 105530.706680905, 104723.57027919]",106926,3.0,-5.014498848526308,0.9799767427435614,0.98,6.030267460929717e-05,114157.126436659,96410.5862801167,104723.57027919
4542,CovidAnalytics:DELPHI,2020-05-10,6,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[89532.84150566811, 89897.62063750939, 90211.3508149799, 90573.06161710259, 90817.1061780689, 91011.0650587549, 91177.46450795731, 91326.8963561322, 91465.3672332635, 91596.7625545645, 91723.88904854891, 91849.0, 91974.11095145109, 92101.2374454355, 92232.6327667365, 92371.1036438678, 92520.53549204269, 92686.9349412451, 92880.8938219311, 93124.93838289741, 93486.6491850201, 93800.37936249061, 94165.15849433189]",91697,1.0,-1.4001299835684913,0.9799593660566446,0.98,0.0003967810280163103,94165.15849433189,89532.84150566811,91849.0
1394,UCLA:SuEIR,2020-05-10,69,2020-07-18,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[111458.57703225, 149472.16870471, 112829.459692399, 147279.20970632302, 114221.897986916, 145122.781077622, 115637.63128547599, 143048.466897893, 117078.468769805, 141007.568016063, 118546.33480309599, 139012.765298363, 120043.22821553801, 137065.514731644, 121571.17684487699, 135166.818795244, 123132.764341264, 133315.988236529, 124729.271669464, 131510.829115105, 126363.27840092301, 129752.35995220699, 128036.94882691199]",140775,10.0,-6.513006303704846,0.9799895937175955,0.98,2.484383908962773e-05,149472.16870471,111458.57703225,128036.94882691199
1146,UCLA:SuEIR,2020-05-10,62,2020-07-11,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[110515.17706010099, 147269.378251433, 111845.07848369, 145151.594954216, 113195.440579587, 143069.427265176, 114567.938442424, 141066.59683103, 115964.32001146, 139096.182038256, 117386.38532487699, 137170.26998239802, 118835.984951244, 135290.141955996, 120315.10279826, 133456.73593447698, 121826.26321954801, 131669.25101664802, 123370.715826478, 129925.551804911, 124950.852978125, 128226.62475732599, 126568.74389834199]",135314,9.0,-6.3916983724250835,0.9799892422355619,0.98,2.6924756981988596e-05,147269.378251433,110515.17706010099,126568.74389834199
4517,CU:scenario_high,2020-05-10,6,2020-05-16,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[85844.0, 86932.0, 86156.0, 87155.0, 86209.0, 87429.0, 88526.0, 89832.0, 88354.0, 89574.0, 86706.0, 87573.0, 88671.0, 90232.0, 91563.0, 87968.0, 92201.0, 89104.0, 88817.0, 90840.0, 88073.0, 89305.0, 87766.0]",91697,1.0,-6.829261153373348,0.9799724653847929,0.98,2.6280283386387326e-05,92201.0,85844.0,88354.0
301,UCLA:SuEIR,2020-05-10,34,2020-06-13,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[103438.98931904901, 130038.01746183801, 104469.699359672, 128591.512919647, 105512.143611105, 127162.799843174, 106563.113314945, 125775.07157068199, 107619.067522821, 124404.357340681, 108689.908472308, 123057.356794811, 109776.623734006, 121733.981299814, 110880.195498947, 120436.353707499, 112001.91022879699, 119162.771985579, 113142.24206306301, 117913.04186583801, 114302.524773999, 116687.23564319, 115483.930007719]",118220,5.0,-5.725603856041595,0.9799848777881524,0.98,4.0190024157754634e-05,130038.01746183801,103438.98931904901,115483.930007719
1650,UCLA:SuEIR,2020-05-10,76,2020-07-25,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[112202.697670457, 151161.919660463, 113605.45264832301, 148915.280281694, 115030.544332697, 146705.57634879, 116479.799967528, 144579.32824023, 117955.122617396, 142486.991296711, 119458.472085836, 140441.63438165, 120991.85504084801, 138444.76132875402, 122557.380693524, 136497.56990396802, 124157.738245268, 134599.343115562, 125794.23998246099, 132747.95587983198, 127469.43725825401, 130944.60908198099, 129185.470673425]",147184,11.0,-7.723094080528742,0.9799898381025598,0.98,1.3267342872824717e-05,151161.919660463,112202.697670457,129185.470673425
4524,CU:scenario_low,2020-05-10,6,2020-05-16,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[85836.0, 86970.0, 86108.0, 87154.0, 86236.0, 87384.0, 88527.0, 89807.0, 88274.0, 89627.0, 86649.0, 87593.0, 88716.0, 90350.0, 91453.0, 87917.0, 92250.0, 89024.0, 88868.0, 90957.0, 88125.0, 89366.0, 87709.0]",91697,1.0,-6.882091525772448,0.9799998535798031,0.98,2.5595173299142182e-05,92250.0,85836.0,88274.0
114,UCLA:SuEIR,2020-05-10,27,2020-06-06,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[100312.273992068, 122633.79331848801, 101203.578379735, 121476.004176549, 102104.524303292, 120328.10845335301, 103015.402603113, 119201.429086946, 103936.493039607, 118086.15773045801, 104868.06511786401, 116984.751223485, 105810.433130604, 115898.346175129, 106763.93762771199, 114829.17621756, 107728.88953317801, 113775.794125956, 108705.594795575, 112735.900811606, 109694.35481779801, 111709.218544638, 110695.46561076099]",112954,4.0,-5.405555876126203,0.9799815145809658,0.98,4.8251461578663335e-05,122633.79331848801,100312.273992068,110695.46561076099
4531,CU:scenario_mid,2020-05-10,6,2020-05-16,"[0.01, 0.15, 0.025, 0.2, 0.05, 0.25, 0.55, 0.85, 0.5, 0.8, 0.1, 0.3, 0.6, 0.9, 0.975, 0.4, 0.99, 0.7, 0.65, 0.95, 0.45, 0.75, 0.35]","[85819.0, 87004.0, 86142.0, 87141.0, 86267.0, 87399.0, 88558.0, 89757.0, 88250.0, 89576.0, 86649.0, 87609.0, 88715.0, 90308.0, 91596.0, 87880.0, 92143.0, 89086.0, 88864.0, 90827.0, 88089.0, 89341.0, 87737.0]",91697,1.0,-6.647388195883528,0.9799619864836763,0.98,2.878215150606267e-05,92143.0,85819.0,88250.0
494,UCLA:SuEIR,2020-05-10,41,2020-06-20,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[105893.324991535, 136002.600946712, 107018.230598829, 134317.043728331, 108158.102849461, 132656.26386319, 109314.072504025, 131052.198147104, 110487.346424849, 129470.85196325, 111679.181039118, 127921.10029250699, 112890.86156277801, 126403.65395603301, 114123.679289263, 124918.683730863, 115379.46560019099, 123466.79059275599, 116658.979531549, 122045.585424948, 117964.017083814, 120656.051966331, 119295.87729764]",122496,6.0,-5.948095901303252,0.979986766897457,0.98,3.5325576432793104e-05,136002.600946712,105893.324991535,119295.87729764
4561,Imperial:ensemble1,2020-05-10,6,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[89425.0, 89466.0, 89509.0, 89560.0, 89601.0, 89641.0, 89685.0, 89748.0, 91252.0, 91384.0, 91464.0, 91528.0, 91588.0, 91658.0, 91796.0, 92133.0, 92249.0, 92341.0, 92424.0, 92510.0, 92620.0, 92714.0, 92816.0]",91697,1.0,-1.2752088000931545,0.9797393490462816,0.98,0.0004223545611397872,92816.0,89425.0,91528.0
911,UCLA:SuEIR,2020-05-10,55,2020-07-04,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[109319.94825238301, 144410.724144902, 110597.319632565, 142396.885034443, 111893.76408555, 140416.501303218, 113210.794125803, 138511.126554579, 114550.00557900801, 136636.11887719, 115913.100847307, 134802.897914098, 117301.85139741, 133012.637140507, 118718.043746067, 131266.02752474198, 120164.01039666901, 129562.51141792, 121640.88139285301, 127899.856860019, 123151.03204253099, 126278.898260451, 124696.41735111801]",130069,8.0,-6.247897530031543,0.9799887349541404,0.98,2.9509524652582275e-05,144410.724144902,109319.94825238301,124696.41735111801
693,UCLA:SuEIR,2020-05-10,48,2020-06-27,"[0.01, 0.99, 0.025, 0.975, 0.05, 0.95, 0.1, 0.9, 0.15, 0.85, 0.2, 0.8, 0.25, 0.75, 0.3, 0.7, 0.35, 0.65, 0.4, 0.6, 0.45, 0.55, 0.5]","[107806.953950434, 140721.892646299, 109017.217430488, 138849.160659844, 110244.729931584, 137006.700229797, 111490.861632343, 135231.544095966, 112757.04211124, 133483.914000366, 114044.737017479, 131773.763584807, 115355.49615392301, 130102.283883829, 116690.976494776, 128469.87947874, 118053.27222019901, 126876.2511954, 119443.404977941, 125319.377734446, 120863.33323213199, 123799.98284120199, 122314.898786534]",126448,7.0,-6.118053847343776,0.9799879668510659,0.98,3.193657431779795e-05,140721.892646299,107806.953950434,122314.898786534
4562,Imperial:ensemble2,2020-05-10,6,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[89429.0, 89475.0, 89516.0, 89568.0, 89612.0, 89654.0, 89700.0, 89774.0, 90959.0, 91052.0, 91118.0, 91176.0, 91232.0, 91303.0, 91458.0, 92094.0, 92187.0, 92264.0, 92331.0, 92397.0, 92487.0, 92556.0, 92639.0]",91697,1.0,-5.798780464032688,0.9797848775160024,0.98,4.399426663054262e-05,92639.0,89429.0,91176.0
4664,CovidAnalytics:DELPHI,2020-05-10,13,2020-05-23,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[99926.9523721439, 100334.07970465, 100684.23167095099, 101087.934463004, 101360.310820218, 101576.78691442599, 101762.504127859, 101929.283925354, 102083.830262891, 102230.479624095, 102372.364578219, 102512.0, 102651.635421781, 102793.520375905, 102940.169737109, 103094.716074646, 103261.495872141, 103447.21308557401, 103663.689179782, 103936.065536996, 104339.76832904901, 104689.92029535, 105097.047627856]",100275,2.0,-5.57939000995573,0.9799633132227092,0.98,4.694802667702235e-05,105097.047627856,99926.9523721439,102512.0
4500,COVIDhub:baseline,2020-05-11,5,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[85671.35, 85686.875, 86227.85, 89224.9, 89540.3, 89824.6, 90605.5, 91016.0, 91198.4, 91208.8, 91220.35, 91221.0, 91221.65, 91233.2, 91243.6, 91426.0, 91836.5, 92617.4, 92901.7, 93217.1, 96214.15, 96755.125, 96770.65]",91697,1.0,-4.082560448085544,0.9779653344221619,0.98,0.00010376921321189614,96770.65,85671.35,91221.0
4544,GT:DeepCOVID,2020-05-11,5,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[84159.0056, 84917.0839, 85842.7042, 86210.2969, 86648.0469, 86892.3557, 87065.6853, 87413.0493, 87580.0121, 87767.6008, 88034.4554, 88267.2759, 88648.5749, 88944.0504, 89441.2278, 89926.3328, 90115.605, 90333.6385, 90823.8019, 91356.6534, 92191.0655, 92553.1242, 94406.0923]",91697,1.0,-5.297776034229794,0.9799917187021172,0.98,5.651813366477909e-05,94406.0923,84159.0056,88267.2759
4570,LANL:GrowthRate,2020-05-11,5,2020-05-16,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[82596.1541388665, 83222.5569684428, 83738.8334286851, 84384.06470150099, 84921.1777244501, 85321.8392745747, 85629.6734577291, 85964.7290780516, 86271.199866035, 86537.106433037, 86798.05779526281, 87021.83637921969, 87282.93614629, 87531.1032115993, 87775.9953186395, 88030.7637285984, 88303.6110577123, 88627.2194948823, 89034.2315012141, 89511.2142195608, 90318.9658259581, 91115.7168480526, 92102.0518747778]",91697,1.0,-7.992347806742074,0.9799853105982377,0.98,1.4691596302657262e-05,92102.0518747778,82596.1541388665,87021.83637921969
