,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE
1251,COVIDhub:ensemble,2020-07-06,12,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[134768.863122465, 135174.187414647, 135546.566047033, 135961.80439621, 136278.858369156, 136538.275751938, 136797.94921497098, 137023.113550474, 137241.589647749, 137444.074147218, 137651.40769761198, 137846.27467116198, 138047.39281102302, 138267.183679132, 138505.545662204, 138761.945108084, 139010.387713462, 139322.600601463, 139676.0137711, 140165.172687799, 140890.42033582, 141565.94036986, 142618.464002412]",140775,2.0,-4.879875588229084,0.9799885931910428,0.98,5.621452388243631e-05,142618.464002412,134768.863122465,137846.27467116198
2978,CovidAnalytics:DELPHI,2020-07-06,54,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[181822.36131525, 182219.344679454, 182560.772273395, 182954.416422857, 183220.00626167, 183431.088646189, 183612.178536975, 183774.802855719, 183925.498522903, 184068.4939745, 184206.843728793, 184343.0, 184479.156271207, 184617.5060255, 184760.501477097, 184911.197144281, 185073.821463025, 185254.911353811, 185465.99373833, 185731.583577143, 186125.227726605, 186466.655320546, 186863.63868475]",182714,8.0,-3.0652892852183724,0.9799622171615376,0.98,0.00012225251469663231,186863.63868475,181822.36131525,184343.0
2508,USACE:ERDC_SEIR,2020-07-06,40,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[155691.080738988, 156811.894224373, 157830.30627377, 159201.64610259302, 160154.683157337, 160885.761014327, 161558.677876756, 162238.47302431302, 162829.079341468, 163446.75390506198, 164109.632982607, 164768.009834367, 165559.157701019, 166359.16082949901, 167141.28232676, 167893.081213338, 168674.46550634402, 169484.36657168, 170324.904562381, 171301.794207145, 172622.796542368, 173833.060178472, 175249.696719603]",169457,6.0,-4.542401242764956,0.9799884983763725,0.98,6.065452009970662e-05,175249.696719603,155691.080738988,164768.009834367
2449,PSI:DRAFT,2020-07-06,40,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[132025.38, 133449.725, 135393.4, 137663.9, 139503.6, 141080.6, 142673.0, 144252.2, 145611.05, 147004.8, 148397.1, 149744.5, 151167.85, 152658.8, 154333.9, 156007.3, 157899.5, 160181.2, 162770.1, 166256.4, 171477.3, 176147.2, 181776.08]",169457,6.0,-8.319290303629035,0.9799934379873895,0.98,9.177452216596604e-06,181776.08,132025.38,149744.5
1675,USACE:ERDC_SEIR,2020-07-06,19,2020-07-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[143875.324283164, 144314.013561162, 144698.14737007, 145177.082297823, 145511.308282409, 145778.695000568, 146014.159148601, 146234.658500398, 146436.50187456302, 146638.89248110302, 146844.72992205, 147046.534540685, 147242.232814274, 147454.12186274302, 147672.382412409, 147890.36930442302, 148122.529931829, 148374.123898219, 148653.54808518, 148985.51702088802, 149467.84418901, 149893.18592326698, 150398.285908314]",147184,3.0,-1.7948450265444391,0.9799702230017273,0.98,0.0002570910030347262,150398.285908314,143875.324283164,147046.534540685
1504,COVIDhub:ensemble,2020-07-06,19,2020-07-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[137439.522706883, 138174.914029791, 138711.222564653, 139418.631458918, 139910.933646963, 140362.112228097, 140773.556452925, 141160.140906115, 141507.682734833, 141844.759166162, 142153.167280405, 142472.698684892, 142832.639189011, 143200.323177875, 143590.38616158802, 144012.19053375, 144437.26163041, 144984.653278409, 145588.673216515, 146441.26783867198, 147747.28694588802, 149060.623499975, 150813.639461918]",147184,3.0,-5.6309629969910295,0.9799935034435261,0.98,3.7764561424014076e-05,150813.639461918,137439.522706883,142472.698684892
1631,PSI:DRAFT,2020-07-06,19,2020-07-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[130786.07, 131508.25, 132498.7, 133668.7, 134593.7, 135410.4, 136234.0, 137012.4, 137712.75, 138425.0, 139136.35, 139841.0, 140577.1, 141337.8, 142195.4, 143082.1, 144085.0, 145223.4, 146615.6, 148418.3, 151252.8, 153619.425, 156637.89]",147184,3.0,-6.103386704997798,0.9799878010501017,0.98,2.981940274315864e-05,156637.89,130786.07,139841.0
1377,PSI:DRAFT,2020-07-06,12,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[130370.46, 130853.85, 131459.3, 132270.9, 132883.7, 133426.6, 133969.75, 134440.3, 134936.8, 135435.2, 135898.4, 136373.0, 136885.95, 137383.8, 137951.45, 138569.7, 139237.5, 140039.8, 140918.0, 142191.7, 144021.65, 145664.225, 147836.86]",140775,2.0,-5.034031941523616,0.9799835465732005,0.98,5.20443884732269e-05,147836.86,130370.46,136373.0
2217,USACE:ERDC_SEIR,2020-07-06,33,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[152296.176366026, 153189.765705863, 153996.62261991302, 155044.041992579, 155776.881676905, 156346.206625664, 156863.93115556, 157379.825383527, 157832.999001569, 158303.1848569, 158798.64819588198, 159284.910686887, 159834.26653077098, 160410.776535389, 160980.245095625, 161522.706582872, 162102.724906194, 162694.18668195402, 163322.236615709, 164055.533730955, 165061.822997936, 165963.21999657401, 167043.389771939]",162408,5.0,-3.9103584226505577,0.9799858175727882,0.98,8.49836878260013e-05,167043.389771939,152296.176366026,159284.910686887
1363,MOBS:GLEAM_COVID,2020-07-06,12,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[134610.050881931, 134889.79096460302, 135140.043267942, 135505.338219361, 135812.059135023, 136118.019638108, 136426.791328092, 136777.991855338, 137121.724927912, 137395.172612221, 137696.58687246, 137987.144342491, 138288.990321061, 138596.789456754, 138931.422365574, 139285.013215941, 139668.32091939801, 140111.99792494302, 140673.406368475, 141322.539961628, 142198.996497681, 143245.25503128598, 145048.355912757]",140775,2.0,-4.1216211569137835,0.979985434416497,0.98,8.212991897790789e-05,145048.355912757,134610.050881931,137987.144342491
1417,USACE:ERDC_SEIR,2020-07-06,12,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[139019.479306445, 139272.14625377, 139486.96138005, 139752.393730176, 139934.513901664, 140082.51910372, 140212.383470883, 140331.005248662, 140438.788320046, 140548.957379779, 140656.070967103, 140760.899062197, 140862.88695704698, 140968.92149938, 141078.06844258198, 141195.214016749, 141318.258777849, 141456.83411884698, 141610.200583165, 141801.511413307, 142090.202824193, 142336.872940739, 142640.17862505402]",140775,2.0,-0.5549446365886128,0.9799539018438994,0.98,0.0004886471387764713,142640.17862505402,139019.479306445,140760.899062197
1500,COVIDhub:baseline,2020-07-06,19,2020-07-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[129676.0, 129676.0, 131184.252122521, 132681.65068850698, 133889.488486635, 135030.63264332598, 136012.786510365, 136975.271601716, 137857.711632616, 138689.333624336, 139513.850066001, 140347.23556235599, 141188.773868239, 142018.345720457, 142874.63824288198, 143804.825080251, 144798.363266133, 145923.398904989, 147339.882832328, 149304.865172652, 152888.012463625, 156402.944316443, 159448.517237572]",147184,3.0,-6.0092334281412105,0.9755428605488454,0.98,3.125676769047403e-05,159448.517237572,129676.0,140347.23556235599
2160,PSI:DRAFT,2020-07-06,33,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[131604.09, 132832.175, 134464.2, 136340.1, 137872.65, 139198.8, 140547.0, 141871.7, 143044.0, 144186.0, 145342.0, 146490.0, 147713.45, 148988.6, 150353.45, 151783.5, 153300.75, 155279.6, 157481.6, 160378.1, 164848.65, 168785.825, 173783.45]",162408,5.0,-7.897506094561725,0.9799928637625905,0.98,1.157543863386512e-05,173783.45,131604.09,146490.0
1002,COVIDhub:baseline,2020-07-06,5,2020-07-11,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[129676.0, 129676.0, 130691.0, 131138.5, 131531.45, 131634.6, 132104.75, 132350.4, 132581.05, 133074.2, 133224.7, 133232.0, 133239.3, 133389.8, 133882.95, 134113.6, 134359.25, 134829.4, 134932.55, 135325.5, 135773.0, 138851.75, 138869.3]",135314,1.0,-3.4989304520284756,0.9741164897578847,0.98,0.00011436901078021311,138869.3,129676.0,133232.0
1006,COVIDhub:ensemble,2020-07-06,5,2020-07-11,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[132018.425335899, 132209.537303938, 132390.318216835, 132598.462214671, 132745.68370385902, 132872.911342918, 132986.743991545, 133086.349444906, 133188.638119105, 133285.30700328, 133383.575692255, 133482.377733105, 133588.837833742, 133701.458176003, 133801.17127255801, 133916.707401917, 134038.467333882, 134168.771165251, 134334.287890504, 134559.284652385, 134875.322712006, 135154.275411091, 135522.713458577]",135314,1.0,-5.306209220809039,0.9799571656566084,0.98,4.633004974188837e-05,135522.713458577,132018.425335899,133482.377733105
2665,CovidAnalytics:DELPHI,2020-07-06,47,2020-08-22,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[176223.152943466, 176608.35713742897, 176939.65399513103, 177321.618054522, 177579.327392015, 177784.146603902, 177959.863250252, 178117.662229427, 178263.88650038, 178402.639034213, 178536.88371646602, 178669.0, 178801.11628353398, 178935.360965787, 179074.11349962, 179220.337770573, 179378.136749748, 179553.853396098, 179758.672607985, 180016.381945478, 180398.34600486897, 180729.64286257103, 181114.847056534]",176318,7.0,-5.834482646801695,0.9799609341573141,0.98,3.116539891963657e-05,181114.847056534,176223.152943466,178669.0
2419,LANL:GrowthRate,2020-07-09,37,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[138298.711702564, 139420.779639733, 140739.22385618198, 142160.359231534, 143326.00564666, 144399.746179324, 145221.903649243, 146090.61925126, 147137.930424739, 148136.821547746, 149036.48047102, 149966.089194217, 150979.278211012, 152248.025949139, 153703.436122722, 154876.81923565, 156339.01704316802, 157910.26656775, 160111.81241241802, 163289.39546014598, 168949.465621809, 174690.268670319, 183111.827931852]",169457,6.0,-9.300900527787238,0.9799942256041136,0.98,5.617824659520654e-06,183111.827931852,138298.711702564,149966.089194217
2132,LANL:GrowthRate,2020-07-09,30,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[137818.33665149, 138927.39920652698, 139947.212446331, 141216.921275733, 142283.5976403, 143087.206443981, 143850.98100144198, 144498.818758862, 145459.082906381, 146244.380011329, 146958.06586617802, 147613.47175494698, 148506.792443444, 149459.366734595, 150438.13326288402, 151673.511166502, 152735.945656742, 154112.544792238, 155617.41341034, 158217.16039795, 161857.957256492, 165925.983039301, 171634.510899922]",162408,5.0,-8.662753381652518,0.9799952354089018,0.98,7.895254246270689e-06,171634.510899922,137818.33665149,147613.47175494698
2718,LANL:GrowthRate,2020-07-09,44,2020-08-22,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[138632.780920318, 139819.814414886, 141254.433137135, 142952.412129529, 144184.163010443, 145405.122318265, 146299.136717922, 147416.700804688, 148520.208857281, 149698.191141425, 150651.99235271302, 151899.38927603, 153068.636716353, 154681.745143151, 156103.788631733, 157589.289246322, 159478.737625879, 161621.650403865, 164446.215568161, 168501.562150001, 175652.338330757, 183255.409881857, 192864.090486261]",176318,7.0,-9.809866840579044,0.9799938716991395,0.98,4.270010872692298e-06,192864.090486261,138632.780920318,151899.38927603
1607,LANL:GrowthRate,2020-07-09,16,2020-07-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[136326.137812136, 137008.062522571, 137604.104342243, 138409.86596128, 138922.131013846, 139428.632505593, 139910.387385055, 140325.700957894, 140719.061355304, 141066.225157646, 141458.090245689, 141883.276559317, 142329.181893986, 142815.72115859698, 143182.61604300598, 143630.253978354, 144208.02684838302, 144875.395608696, 145460.417602833, 146418.535667969, 147802.572256257, 149326.087998794, 151470.081327352]",147184,3.0,-5.693972217279231,0.9799920789604379,0.98,3.659334979330686e-05,151470.081327352,136326.137812136,141883.276559317
1868,LANL:GrowthRate,2020-07-09,23,2020-08-01,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[137223.46240045302, 138185.403883589, 138876.49272160098, 139956.092746715, 140767.421959662, 141498.315865716, 142035.600610666, 142674.092968436, 143265.202578093, 143801.79395319198, 144471.526424497, 145093.61171137, 145620.47523693801, 146320.424477435, 147002.612025791, 147842.451438098, 148612.011424676, 149588.566353874, 150791.305893587, 152383.89363759698, 154819.62079090302, 157459.205877585, 161867.870034356]",155149,4.0,-7.824312549836434,0.9799981872159419,0.98,1.2284583934096815e-05,161867.870034356,137223.46240045302,145093.61171137
1356,LANL:GrowthRate,2020-07-09,9,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[135085.824544537, 135541.968752295, 135900.572842619, 136341.107211211, 136669.675107965, 136939.871278723, 137208.039199659, 137429.584161098, 137638.885730014, 137837.884705621, 138052.527845108, 138251.04968340302, 138470.519759138, 138714.857694145, 138924.41403795, 139164.372206936, 139425.02786816, 139660.55187678098, 139987.957161297, 140421.057812434, 141173.990855249, 141869.049652116, 142668.092458211]",140775,2.0,-4.511843326395771,0.979979417300473,0.98,6.757183718139603e-05,142668.092458211,135085.824544537,138251.04968340302
3184,YYG:ParamSearch,2020-07-10,50,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[153719.032893, 154457.094264, 155423.470367, 157192.978821, 158925.536406, 160428.956199, 161755.50763399998, 163227.801059, 164466.677102, 165794.118468, 166967.81950399998, 168446.459982, 169978.258801, 171578.801781, 173225.518992, 174810.99031700002, 176388.56151099998, 178262.769873, 180984.816872, 184071.220601, 188471.834142, 192747.824731, 197022.70116700002]",182714,8.0,-7.08588968551594,0.9799875286530091,0.98,1.63755357429074e-05,197022.70116700002,153719.032893,168446.459982
1902,QJHong:Encounter,2020-07-10,22,2020-08-01,"[0.1, 0.9]","[151700.958, 166412.76525]",155149,4.0,-4.849106344307091,0.7998912452418911,0.8,5.437737901033135e-05,166412.76525,151700.958,159056.86162500002
2281,YYG:ParamSearch,2020-07-10,29,2020-08-08,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[145513.553544, 145991.83056, 146534.313787, 147527.459024, 148460.104742, 149289.950725, 149949.40718900002, 150666.507292, 151243.6922, 151851.641448, 152424.263737, 153102.648498, 153771.26765, 154456.52478900002, 155200.8134, 155912.443769, 156589.513254, 157353.619961, 158376.555011, 159677.156648, 161564.834994, 163167.27359, 164603.42943599998]",162408,5.0,-7.348373083647606,0.9799757457381926,0.98,1.5232815262777866e-05,164603.42943599998,145513.553544,153102.648498
3851,YYG:ParamSearch,2020-07-10,64,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[158398.1986, 159264.074951, 160486.932951, 162670.30266, 164910.834856, 166767.888032, 168489.933386, 170420.370099, 172083.878661, 173816.477144, 175397.119151, 177346.624926, 179431.305758, 181663.47097, 183999.24691, 186200.617149, 188557.197981, 191454.40849, 195668.076878, 200419.497626, 207182.485753, 213911.484852, 221283.376923]",193693,10.0,-7.7591581268672085,0.9799902513785163,0.98,1.1358633392882789e-05,221283.376923,158398.1986,177346.624926
2011,YYG:ParamSearch,2020-07-10,22,2020-08-01,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[142614.727105, 142986.31626199998, 143386.828153, 144094.70898, 144781.906876, 145363.271546, 145832.915615, 146313.922227, 146714.730109, 147113.83636, 147512.854041, 147954.203357, 148397.158806, 148862.03045999998, 149390.49215499999, 149879.18962000002, 150339.474514, 150856.472927, 151540.67838199998, 152427.727583, 153724.789357, 154752.765961, 155688.352839]",155149,4.0,-7.203346827367922,0.9799668789912909,0.98,1.6757199701344927e-05,155688.352839,142614.727105,147954.203357
4195,YYG:ParamSearch,2020-07-10,71,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[160471.065045, 161390.329363, 162730.555062, 165091.990103, 167571.656927, 169578.742019, 171471.91359, 173600.36788, 175455.376583, 177359.445984, 179110.87976500002, 181273.28869400002, 183591.95011900002, 186104.23743900002, 188739.076517, 191245.134783, 193966.099103, 197410.93843, 202298.5123, 207941.80411099998, 216044.478596, 224100.93979200002, 233327.21585300003]",199282,11.0,-7.928393060366729,0.9799910542628619,0.98,1.0289638330579498e-05,233327.21585300003,160471.065045,181273.28869400002
1382,QJHong:Encounter,2020-07-10,8,2020-07-18,"[0.1, 0.9]","[139681.68, 143956.8]",140775,2.0,-2.474570648837731,0.799625730994124,0.8,0.00018713450292399958,143956.8,139681.68,141819.24
2167,QJHong:Encounter,2020-07-10,29,2020-08-08,"[0.1, 0.9]","[158261.49, 184498.65525]",162408,5.0,-5.960471110920783,0.7999390197427441,0.8,3.049012882079538e-05,184498.65525,158261.49,171380.072625
3514,YYG:ParamSearch,2020-07-10,57,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[156148.681523, 156954.48626600002, 158052.979544, 160040.593876, 162031.02553800002, 163720.524176, 165255.037228, 166963.673674, 168423.857769, 169964.49209400002, 171352.10839, 173068.24761700002, 174892.99926500002, 176820.99433299998, 178815.515168, 180709.820975, 182683.82604100002, 185044.897729, 188527.13320399998, 192395.707108, 197915.94610899998, 203373.375968, 209079.742867]",188538,9.0,-7.422930452090008,0.9799891069263299,0.98,1.3620545756987124e-05,209079.742867,156148.681523,173068.24761700002
2456,QJHong:Encounter,2020-07-10,36,2020-08-15,"[0.1, 0.9]","[165321.591, 212009.59025]",169457,6.0,-7.070540452561061,0.7999657299520382,0.8,1.7135023989034437e-05,212009.59025,165321.591,188665.590625
1489,YYG:ParamSearch,2020-07-10,8,2020-07-18,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[136920.500902, 137062.81148099998, 137209.732266, 137433.877183, 137662.18745199998, 137850.374323, 138000.131453, 138137.241657, 138266.311938, 138391.889735, 138521.744188, 138641.178277, 138772.504919, 138924.592971, 139091.36055399998, 139241.124442, 139391.662599, 139571.08428399998, 139784.45426, 140075.68918800002, 140492.17801099998, 140798.522631, 141087.855899]",140775,2.0,-4.541561851370525,0.9799064342603204,0.98,6.657519255601207e-05,141087.855899,136920.500902,138641.178277
1637,QJHong:Encounter,2020-07-10,15,2020-07-25,"[0.1, 0.9]","[145491.4704, 153699.861]",147184,3.0,-3.7349440371984484,0.799805091972128,0.8,9.745401388720765e-05,153699.861,145491.4704,149595.6657
2565,YYG:ParamSearch,2020-07-10,36,2020-08-15,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[148368.26604400002, 148944.595912, 149631.067774, 150902.437623, 152096.219821, 153174.147521, 154048.13984400002, 155014.68397, 155798.586353, 156651.462981, 157406.63793499998, 158351.252302, 159289.97746700002, 160242.93393, 161254.954245, 162224.02965, 163150.98253699997, 164246.69045999998, 165701.88648800002, 167481.269402, 170109.30781099998, 172442.598776, 174572.84808199998]",169457,6.0,-7.115018546576393,0.9799814460892129,0.98,1.6758163426972006e-05,174572.84808199998,148368.26604400002,158351.252302
2863,YYG:ParamSearch,2020-07-10,43,2020-08-22,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[151118.100831, 151780.804732, 152608.762377, 154138.727407, 155605.335535, 156905.67291400002, 158009.27478399998, 159231.393476, 160239.322828, 161339.94804400002, 162287.149682, 163516.51058, 164744.443228, 166013.700072, 167323.9741, 168594.250115, 169815.394804, 171278.069524, 173308.435113, 175689.39098, 179135.076883, 182361.02836300002, 185453.559998]",176318,7.0,-7.077626403070041,0.9799852225965318,0.98,1.6738920760595022e-05,185453.559998,151118.100831,163516.51058
1741,YYG:ParamSearch,2020-07-10,15,2020-07-25,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[139744.422521, 140001.303464, 140269.60436300002, 140716.286747, 141164.367471, 141526.169089, 141821.364324, 142110.837644, 142363.98256, 142610.207661, 142849.48718599998, 143110.792031, 143374.086735, 143668.301358, 143999.047426, 144299.603201, 144592.091716, 144927.927111, 145347.81444000002, 145899.501937, 146703.924214, 147333.406979, 147903.85825699999]",147184,3.0,-5.760844174750438,0.9799494267928763,0.98,3.539004427888237e-05,147903.85825699999,139744.422521,143110.792031
2758,QJHong:Encounter,2020-07-11,42,2020-08-22,"[0.05, 0.95]","[174700.2928, 254253.641]",176318,6.0,-7.861182133722202,0.8999773738585868,0.8999999999999999,1.13130703672977e-05,254253.641,174700.2928,214476.9669
1383,QJHong:Encounter,2020-07-11,7,2020-07-18,"[0.05, 0.95]","[139817.365, 143648.275]",140775,1.0,-2.0196881041846,0.8995301487862986,0.8999999999999999,0.00023492560689117314,143648.275,139817.365,141732.82
2457,QJHong:Encounter,2020-07-11,35,2020-08-15,"[0.05, 0.95]","[166543.7653, 210783.1535]",169457,5.0,-6.727213542528733,0.8999593119184196,0.8999999999999999,2.034404032640394e-05,210783.1535,166543.7653,188663.4594
1638,QJHong:Encounter,2020-07-11,14,2020-07-25,"[0.05, 0.95]","[145703.86, 153459.1]",147184,2.0,-3.3855913324108213,0.899767891682924,0.8999999999999999,0.00011605415860733992,153459.1,145703.86,149581.47999999998
2168,QJHong:Encounter,2020-07-11,28,2020-08-08,"[0.05, 0.95]","[159108.7483, 184073.3085]",162408,4.0,-5.625357130433955,0.8999278961710743,0.8999999999999999,3.6051914757251335e-05,184073.3085,159108.7483,171591.0284
1903,QJHong:Encounter,2020-07-11,21,2020-08-01,"[0.05, 0.95]","[152220.3478, 166206.7085]",155149,3.0,-4.512469951984687,0.8998713090730368,0.8999999999999999,6.434546364481042e-05,166206.7085,152220.3478,159213.52815
3299,Covid19Sim:Simulator,2020-07-12,55,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[175385.446316118, 176871.6307248, 178620.525040901, 179815.69022592198, 180902.300304037, 181738.91826838, 182028.71580133, 182399.21853935102, 182712.07584268, 183018.43263032398, 183264.00677783, 183815.51157442198, 184689.80346158397, 184853.07229831698, 185209.702005379, 185907.177790693, 186279.501966095, 186797.07890616398, 188219.84793237198, 190107.08490778, 192209.519490594, 195085.862598053, 199321.529026325]",188538,8.0,-5.9490130661655565,0.9799952108819366,0.98,2.8461094890991356e-05,199321.529026325,175385.446316118,183815.51157442198
